,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee
0,-4.6015625,-9.046875,-8.8828125,-7.94140625,-7.5703125,-8.4921875
1,-5.4296875,-7.1953125,-7.07421875,-6.5,-6.56640625,-6.7421875
2,-4.91796875,-7.54296875,-7.76953125,-6.99609375,-7.36328125,-6.59375
3,-4.80859375,-5.0078125,-6.5703125,-7.234375,-6.8515625,-6.82421875
4,-4.24609375,-7.73828125,-7.6484375,-7.32421875,-7.30859375,-7.71875
5,-4.83203125,-5.28125,-4.30078125,-7.15234375,-7.46875,-7.94140625
6,-5.63671875,-6.234375,-8.3515625,-7.46875,-7.94921875,-7.98828125
7,-6.20703125,-8.9140625,-8.71875,-8.1875,-7.3828125,-7.64453125
8,-5.19140625,-5.12890625,-6.41796875,-7.203125,-7.04296875,-6.8984375
9,-4.86328125,-4.77734375,-6.59375,-6.41796875,-6.53515625,-7.2421875
10,-5.36328125,-5.203125,-6.19921875,-5.78125,-6.97265625,-7.24609375
11,-6.38671875,-4.38671875,-7.0390625,-6.84375,-7.05078125,-7.2421875
12,-5.1875,-6.8515625,-7.828125,-6.453125,-6.80078125,-7.90234375
13,-6.453125,-8.265625,-7.85546875,-7.11328125,-6.46484375,-6.359375
14,-6.31640625,-4.609375,-4.64453125,-6.6796875,-6.37890625,-6.73828125
15,-6.02734375,-8.890625,-6.8203125,-8.7421875,-6.6015625,-7.31640625
16,-6.19140625,-6.84765625,-7.30859375,-7.25390625,-7.33203125,-6.62890625
17,-5.57421875,-6.49609375,-4.9296875,-6.546875,-6.625,-7.0078125
18,-5.3515625,-5.26171875,-5.125,-7.86328125,-7.41015625,-7.7578125
19,-4.88671875,-4.7109375,-7.2421875,-7.1171875,-7.13671875,-7.31640625
