,agent0_kangaroo,agent1_kangaroo,agent2_kangaroo,agent3_kangaroo,agent4_kangaroo,agent5_kangaroo
0,-7.95703125,-18.265625,-21.0,-19.390625,-20.671875,-20.328125
1,-8.2890625,-19.25,-17.1875,-18.703125,-16.171875,-18.0
2,-8.109375,-19.234375,-18.1875,-19.9375,-21.234375,-21.234375
3,-8.7578125,-17.328125,-18.0625,-17.46875,-17.09375,-16.8125
4,-8.765625,-21.625,-22.78125,-20.78125,-20.125,-21.375
5,-8.984375,-18.421875,-16.96875,-20.03125,-21.0625,-21.34375
6,-9.0625,-19.34375,-20.328125,-18.96875,-17.671875,-19.203125
7,-8.6484375,-18.328125,-17.625,-16.328125,-17.25,-16.015625
8,-8.4453125,-17.671875,-17.734375,-18.5,-18.890625,-20.328125
9,-8.21875,-19.8125,-19.84375,-18.15625,-18.15625,-20.15625
10,-8.3671875,-15.9296875,-15.4921875,-15.4296875,-15.4609375,-19.625
11,-8.40625,-18.125,-17.125,-16.515625,-17.953125,-16.4375
12,-9.1015625,-20.140625,-20.78125,-22.140625,-21.765625,-19.6875
13,-8.9375,-19.84375,-19.03125,-21.359375,-18.90625,-21.296875
14,-8.6640625,-18.4375,-19.25,-18.65625,-17.609375,-19.46875
15,-8.21875,-18.8125,-19.0,-18.65625,-17.359375,-19.5625
16,-8.546875,-19.984375,-19.375,-18.375,-17.203125,-19.046875
17,-7.73828125,-17.984375,-17.75,-19.625,-19.078125,-20.84375
18,-8.6875,-17.46875,-19.5,-15.8125,-15.609375,-17.390625
19,-9.0078125,-19.078125,-18.5625,-19.015625,-19.140625,-17.359375
