,agent0_kangaroo,agent1_kangaroo,agent2_kangaroo,agent3_kangaroo,agent4_kangaroo,agent5_kangaroo
0,-11.2421875,-20.75,-20.921875,-21.28125,-20.53125,-20.328125
1,-11.296875,-21.234375,-20.1875,-21.171875,-19.296875,-18.0
2,-10.1328125,-21.578125,-20.75,-20.046875,-21.359375,-21.234375
3,-11.6328125,-20.1875,-18.5,-18.984375,-19.359375,-16.8125
4,-13.3984375,-22.515625,-24.5,-21.609375,-21.421875,-21.375
5,-11.546875,-21.8125,-21.84375,-21.859375,-21.640625,-21.34375
6,-13.046875,-22.0625,-20.015625,-18.359375,-19.140625,-19.203125
7,-10.8125,-18.890625,-18.21875,-17.984375,-19.1875,-16.015625
8,-10.0234375,-19.390625,-18.515625,-19.078125,-20.21875,-20.328125
9,-9.59375,-21.15625,-20.265625,-19.578125,-20.15625,-20.15625
10,-9.1875,-17.390625,-15.9375,-16.125,-17.53125,-19.625
11,-9.40625,-19.609375,-18.609375,-18.0,-17.390625,-16.4375
12,-14.1953125,-22.375,-23.046875,-21.21875,-21.171875,-19.6875
13,-12.2734375,-20.796875,-21.765625,-22.65625,-21.125,-21.296875
14,-9.4609375,-20.828125,-19.6875,-19.59375,-19.140625,-19.46875
15,-14.578125,-21.359375,-18.984375,-19.734375,-18.4375,-19.5625
16,-10.1171875,-21.265625,-19.578125,-19.4375,-18.53125,-19.046875
17,-9.9609375,-20.375,-20.1875,-20.203125,-21.71875,-20.84375
18,-12.1796875,-19.5625,-20.359375,-16.953125,-16.984375,-17.390625
19,-11.7421875,-20.515625,-19.8125,-19.859375,-20.109375,-17.359375
