,agent0_panda,agent1_panda,agent2_panda,agent3_panda,agent4_panda,agent5_panda
0,-3.150390625,-8.5,-8.359375,-8.8203125,-8.78125,-9.6953125
1,-5.29296875,-9.8828125,-8.453125,-8.7265625,-8.1796875,-7.33203125
2,-3.98828125,-4.6328125,-6.87109375,-6.48046875,-8.4921875,-7.2265625
3,-2.8359375,-9.0703125,-8.203125,-7.0703125,-7.5078125,-7.33203125
4,-2.73046875,-8.7421875,-7.66796875,-8.7265625,-8.8359375,-10.3515625
5,-2.140625,-8.5390625,-7.79296875,-8.9140625,-7.58203125,-9.5625
6,-2.271484375,-8.8203125,-6.296875,-7.56640625,-6.8984375,-9.1015625
7,-4.8515625,-9.453125,-8.8828125,-9.734375,-8.9140625,-9.6171875
8,-5.0625,-10.0078125,-9.0546875,-9.015625,-7.54296875,-8.5390625
9,-3.724609375,-8.3828125,-7.09765625,-8.515625,-7.3828125,-7.90625
10,-3.265625,-9.0703125,-8.125,-8.203125,-9.3046875,-9.2890625
11,-5.29296875,-7.7890625,-9.8046875,-8.9140625,-7.53125,-8.40625
12,-2.3125,-8.453125,-7.46875,-7.2265625,-7.62890625,-8.8046875
13,-2.80859375,-8.1171875,-7.6796875,-8.203125,-8.5390625,-7.11328125
14,-3.724609375,-8.6953125,-7.74609375,-7.65625,-7.03515625,-7.03125
15,-3.65625,-8.859375,-8.4765625,-8.1796875,-9.375,-9.171875
16,-3.169921875,-8.8046875,-10.3671875,-9.8125,-8.828125,-8.5546875
17,-4.84765625,-9.40625,-7.96484375,-7.91015625,-9.1484375,-9.359375
18,-2.658203125,-11.3359375,-12.140625,-9.859375,-7.7890625,-9.1640625
19,-2.923828125,-10.7578125,-9.234375,-10.859375,-9.6640625,-9.671875
