,agent0_orangutan,agent1_orangutan,agent2_orangutan,agent3_orangutan,agent4_orangutan,agent5_orangutan
0,-8.587133407592773,-7.094260692596436,-8.632397651672363,-8.365020751953125,-8.250515937805176,-8.24920654296875
1,-8.765669822692871,-8.552335739135742,-8.474360466003418,-8.474360466003418,-8.474360466003418,-9.03471851348877
2,-8.30746078491211,-7.671925067901611,-9.041929244995115,-8.615767478942871,-8.779438972473145,-8.938339233398438
4,-8.202808380126953,-8.120339393615723,-8.640689849853516,-8.253823280334473,-8.16002368927002,-7.906303405761719
3,-8.23507308959961,-7.492794990539551,-8.316150665283203,-7.665431976318359,-7.89215087890625,-7.967895030975342
5,-8.779160499572754,-8.524103164672852,-8.7411470413208,-8.017398834228516,-8.042962074279785,-8.179710388183594
7,-8.017987251281738,-8.085431098937988,-7.452709197998047,-8.56937313079834,-8.189104080200195,-8.163887977600098
6,-7.16398286819458,-8.655755043029785,-8.507997512817383,-8.440942764282227,-8.440942764282227,-8.633087158203125
8,-9.121633529663086,-7.0679779052734375,-7.048828125,-7.203081607818604,-6.927701950073242,-7.53234052658081
15,-8.48355770111084,-7.886651039123535,-8.182343482971191,-7.997683525085449,-7.714277267456055,-7.956077575683594
9,-8.608506202697754,-7.87908935546875,-7.884802341461182,-7.997420787811279,-8.025853157043457,-7.716057777404785
14,-7.7540178298950195,-8.425981521606445,-8.460007667541504,-8.530116081237793,-8.226546287536621,-7.948103427886963
10,-7.590574741363525,-7.8803935050964355,-8.518237113952637,-8.536487579345703,-8.495872497558594,-8.764230728149414
12,-8.005663871765137,-10.63699436187744,-8.95413589477539,-8.07227611541748,-7.8512372970581055,-8.032941818237305
11,-7.216735363006592,-8.019867897033691,-8.04986572265625,-8.227898597717285,-8.074172019958496,-8.469107627868652
13,-7.622465133666992,-6.622818946838379,-8.451350212097168,-7.989651203155518,-8.578728675842285,-8.298585891723633
16,-8.20599365234375,-7.87963342666626,-8.614130973815918,-8.158207893371582,-8.713293075561523,-8.8734769821167
17,-8.545567512512207,-9.796537399291992,-8.330077171325684,-9.768245697021484,-8.95149040222168,-9.222384452819824
18,-9.946226119995115,-7.794471263885498,-6.191629409790039,-6.77817440032959,-5.801297187805176,-6.461476802825928
19,-8.283339500427246,-8.623229026794434,-9.932758331298828,-8.000967025756836,-8.530077934265137,-8.46347427368164
