,agent0_orangutan,agent1_orangutan,agent2_orangutan,agent3_orangutan,agent4_orangutan,agent5_orangutan
1,-9.774484634399414,-9.59631633758545,-8.553378105163574,-8.513372421264648,-8.843327522277832,-9.03471851348877
3,-8.064262390136719,-8.275792121887207,-8.122476577758789,-7.958268165588379,-8.07472038269043,-7.967895030975342
8,-9.64999771118164,-7.54644775390625,-7.788934230804443,-7.722485065460205,-7.542877197265625,-7.53234052658081
2,-9.37337875366211,-8.483094215393066,-9.319229125976562,-8.64970874786377,-8.822840690612793,-8.938339233398438
14,-8.530023574829102,-8.5904541015625,-9.023337364196776,-8.663247108459473,-8.085402488708496,-7.948103427886963
12,-9.17623233795166,-9.964405059814451,-8.95314884185791,-8.655516624450684,-8.125925064086914,-8.032941818237305
21,-8.084329605102539,-7.00782585144043,-8.38742733001709,-8.070013046264648,-7.827638149261475,-6.02833890914917
23,-8.759782791137695,-8.594894409179688,-7.86628246307373,-7.544683933258057,-8.211705207824707,-8.738372802734375
9,-8.843123435974121,-8.238531112670898,-7.960507392883301,-7.851111888885498,-7.93626070022583,-7.716057777404785
0,-8.851476669311523,-7.96302604675293,-8.55463981628418,-8.507301330566406,-8.07210636138916,-8.24920654296875
10,-7.022892475128174,-8.670792579650879,-8.694994926452637,-8.673004150390625,-8.73145866394043,-8.764230728149414
17,-9.8090238571167,-9.252848625183104,-9.130615234375,-9.845251083374023,-9.013067245483398,-9.222384452819824
11,-7.521807670593262,-8.19640827178955,-8.297542572021484,-8.099943161010742,-8.055387496948242,-8.469107627868652
18,-10.677541732788086,-8.087013244628906,-5.299663066864014,-7.138813018798828,-6.31827974319458,-6.461476802825928
19,-9.160938262939451,-9.65798568725586,-10.455156326293944,-8.113588333129883,-8.372903823852539,-8.46347427368164
16,-8.343497276306152,-8.579727172851562,-9.002999305725098,-8.773130416870117,-8.731351852416992,-8.8734769821167
4,-8.026759147644043,-8.779019355773926,-9.196036338806152,-8.324728965759277,-8.016388893127441,-7.906303405761719
20,-9.025605201721191,-9.003373146057129,-8.654388427734375,-8.747632026672363,-7.833024978637695,-7.917953014373779
5,-9.40407943725586,-8.524744033813477,-8.56883716583252,-8.022978782653809,-7.94780158996582,-8.179710388183594
13,-7.348361968994141,-7.207039833068848,-8.602242469787598,-7.921716690063477,-8.523150444030762,-8.298585891723633
6,-7.32647180557251,-8.581448554992676,-8.66098690032959,-8.50821590423584,-8.429612159729004,-8.633087158203125
7,-8.296875,-9.4375,-7.578125,-8.71875,-7.89453125,-8.1640625
15,-8.890625,-8.078125,-8.4609375,-8.1640625,-8.09375,-7.95703125
