,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee,agent0_60,agent1_60,agent2_60,agent3_60,agent4_60,agent5_60
0,-6.176382541656494,-5.855189323425293,-6.197654247283936,-5.823850154876709,-6.035521984100342,-7.821293830871582,-0.9741010069847108,-0.3304263055324554,-0.0448315627872943,-0.1310435384511947,-0.2970605492591858,-1.0041879415512085
8,-6.139063358306885,-6.922340393066406,-7.088598728179932,-6.506795406341553,-6.422102451324463,-6.813253402709961,-3.842977285385132,-0.0299351196736097,-0.1463027745485305,-0.1713704913854599,-26.70035171508789,-29.256515502929688
16,-5.910891056060791,-5.498684883117676,-5.742878437042236,-7.277333736419678,-6.553697109222412,-6.434232711791992,-0.1845596581697464,-0.1190946698188781,-0.0608610324561595,-1.1071476936340332,-22.302181243896484,-21.673831939697266
2,-5.997995376586914,-5.949504852294922,-7.017021179199219,-7.229009628295898,-7.229009628295898,-7.0969014167785645,-0.0272521581500768,-0.2212555855512619,-4.173238754272461,-5.640127658843994,-5.640127658843994,-8.731276512145996
1,-6.037497997283936,-6.446601867675781,-7.113659381866455,-7.069508075714111,-7.069508075714111,-7.041831970214844,-0.1201245039701461,-0.7267758250236511,-8.437722206115723,-7.930160999298096,-7.930160999298096,-6.526168823242188
9,-6.089110851287842,-5.932267189025879,-6.307775020599365,-6.307775020599365,-6.307775020599365,-5.983322143554688,-0.7315552830696106,-2.845425844192505,-11.028246879577637,-11.028246879577637,-11.028246879577637,-10.094002723693848
17,-5.902293205261231,-6.352180480957031,-6.01112699508667,-7.150455951690674,-6.960722923278809,-8.079069137573242,-0.0041095120832324,-0.2379298657178878,-0.1394509226083755,-8.151674270629883,-7.416299343109131,-0.7484814524650574
3,-5.849223613739014,-6.7444167137146,-6.514805316925049,-7.567559242248535,-7.135706424713135,-7.419093608856201,-0.0068459529429674,-0.0656211450695991,-0.0351506136357784,-0.3527910113334656,-2.8649344444274902,-2.861929416656494
10,-6.080468654632568,-6.672407150268555,-6.020674228668213,-6.053136825561523,-6.7613067626953125,-7.070775032043457,-0.3676826059818268,-0.0501789785921573,-0.0199908781796693,-0.1157766729593277,-6.320685386657715,-26.455730438232425
11,-6.054441928863525,-6.023107051849365,-6.371370792388916,-6.040030956268311,-6.723512649536133,-6.745441436767578,-0.452073872089386,-9.046086311340332,-11.425681114196776,-5.184568405151367,-4.280155181884766,-29.44049835205078
18,-5.850437641143799,-6.2384796142578125,-6.994007587432861,-7.006826400756836,-7.006826400756836,-6.999233722686768,-0.1584039628505706,-0.1431360989809036,-8.027819633483887,-8.406852722167969,-8.406852722167969,-7.499873161315918
19,-5.802818298339844,-6.511051177978516,-6.691464900970459,-7.596931457519531,-7.571563720703125,-7.637322902679443,-1.237846851348877,-0.2452959269285202,-7.390325546264648,-2.103339195251465,-3.917762279510498,-7.388302326202393
5,-6.22520923614502,-7.206201553344727,-5.211757659912109,-6.097723007202148,-7.33091926574707,-6.788368701934815,-1.9765454530715945,-0.1993559002876281,-0.2952016294002533,-4.254126071929932,-8.772659301757812,-9.199952125549316
4,-6.021657466888428,-6.812141418457031,-6.966380596160889,-7.253747463226318,-7.279584884643555,-7.331949234008789,-1.4298508167266846,-0.4021330773830414,-2.426480293273926,-8.90934944152832,-9.140026092529297,-9.513827323913574
12,-6.324469089508057,-6.385019779205322,-5.83134651184082,-5.688259124755859,-5.665523529052734,-6.22654914855957,,,,,,
13,-5.985629558563232,-7.025644302368164,-6.101032733917236,-7.049276828765869,-7.095004081726074,-7.22418212890625,-0.1968792676925659,-0.1689211130142212,-0.1095016375184059,-4.880282402038574,-9.479467391967772,-10.451528549194336
7,-6.523170471191406,-6.57563066482544,-6.356011390686035,-5.902740955352783,-5.952042579650879,-6.779518127441406,-0.5850814580917358,-0.0618072934448719,-0.0486596599221229,-0.1004794239997863,-0.3055493235588074,-4.255133628845215
6,-6.114165782928467,-5.253487586975098,-7.109130382537842,-7.132807731628418,-6.876709461212158,-6.985637664794922,-1.188179612159729,-0.0894856676459312,-1.3786659240722656,-3.9938926696777344,-10.09866714477539,-7.494153022766113
15,-5.927178859710693,-5.964768886566162,-5.675724029541016,-5.909254550933838,-5.418290138244629,-5.292811870574951,,,,,,
14,-5.329351902008057,-6.699448585510254,-5.990851879119873,-6.19061279296875,-6.685093402862549,-6.32926607131958,,,,,,
