,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee
0,-6.603074550628662,-6.37668514251709,-6.662303447723389,-6.756556034088135,-6.653140068054199,-7.821293830871582
1,-6.366974830627441,-6.73944616317749,-6.85694694519043,-6.620875835418701,-7.0293474197387695,-7.041831970214844
2,-6.241491794586182,-6.640535831451416,-7.046425819396973,-6.976269721984863,-7.175268650054932,-7.0969014167785645
3,-6.237032413482666,-7.298675060272217,-7.008477210998535,-6.891561985015869,-7.201129913330078,-7.419093608856201
5,-6.335925579071045,-7.027749061584473,-6.15431022644043,-6.6044135093688965,-7.039381980895996,-6.788368701934815
7,-6.7095255851745605,-6.491476535797119,-6.838923931121826,-6.748134613037109,-6.578237533569336,-6.779518127441406
6,-6.454085350036621,-6.167618751525879,-6.86933183670044,-7.064794063568115,-6.771953582763672,-6.985637664794922
8,-6.203366756439209,-6.985318660736084,-7.49571943283081,-6.972429275512695,-6.8046040534973145,-6.813253402709961
9,-6.4184651374816895,-5.9691243171691895,-6.199902534484863,-6.199902534484863,-6.421432018280029,-5.983322143554688
10,-6.248952865600586,-6.801618099212647,-5.625596046447754,-6.405972003936768,-6.488057613372803,-7.070775032043457
11,-6.193287372589111,-6.324474334716797,-6.568005084991455,-6.459794521331787,-6.626086711883545,-6.745441436767578
13,-6.229764938354492,-7.126686096191406,-6.582727909088135,-7.087502956390381,-7.324718952178955,-7.22418212890625
12,-6.199169635772705,-6.361956596374512,-5.979991912841797,-5.908177852630615,-6.061673164367676,-6.22654914855957
14,-5.7545013427734375,-7.160823822021484,-6.279350757598877,-6.318332672119141,-6.000874042510986,-6.32926607131958
23,-6.075814247131348,-6.0983171463012695,-5.832440376281738,-5.975383758544922,-6.199176788330078,-6.196881771087647
16,-6.831389904022217,-6.092775344848633,-5.983253002166748,-6.971630096435547,-6.217869281768799,-6.434232711791992
17,-6.301169872283936,-6.9522809982299805,-6.661825180053711,-7.38752555847168,-7.355565547943115,-8.079069137573242
18,-6.225614070892334,-6.50862979888916,-6.993067741394043,-6.949817180633545,-7.107551574707031,-6.999233722686768
19,-6.509322166442871,-6.7293009757995605,-6.855388164520264,-7.121715068817139,-7.104393005371094,-7.637322902679443
4,-6.5366926193237305,-7.119030952453613,-6.975793361663818,-6.8935227394104,-6.966565132141113,-7.331949234008789
22,-6.850238800048828,-6.097618579864502,-5.907412052154541,-6.57429838180542,-6.921919822692871,-6.982851028442383
21,-6.182674407958984,-6.562376022338867,-6.179238319396973,-6.87874174118042,-6.925257682800293,-7.314942359924316
15,-5.791524410247803,-5.296125411987305,-5.476447105407715,-5.937402725219727,-5.763597011566162,-5.292811870574951
20,-6.56102991104126,-6.896940231323242,-6.745580673217773,-5.940082550048828,-6.3287858963012695,-6.324435234069824
