,agent0_panda,agent1_panda,agent2_panda,agent3_panda,agent4_panda,agent5_panda
0,-6.096889495849609,-8.145766258239746,-9.280499458312988,-8.99384880065918,-9.41213321685791,-9.546062469482422
1,-5.578888893127441,-9.662516593933104,-8.700745582580566,-9.297374725341797,-10.292495727539062,-11.502696990966797
2,-6.443428993225098,-7.853137016296387,-6.371791362762451,-9.994807243347168,-9.049259185791016,-10.142255783081056
4,-6.328578948974609,-8.954256057739258,-9.308935165405272,-10.07824993133545,-8.48787784576416,-9.652572631835938
3,-5.947417259216309,-8.502386093139648,-9.526472091674805,-9.526472091674805,-9.526472091674805,-10.884865760803224
5,-8.823725700378418,-7.867539405822754,-10.199470520019531,-11.284716606140137,-8.051573753356934,-8.189980506896973
7,-6.13847017288208,-6.104013442993164,-9.279451370239258,-9.346823692321776,-9.222075462341309,-10.939458847045898
6,-6.03717565536499,-4.450276851654053,-9.34636688232422,-9.680115699768066,-6.495656490325928,-8.320606231689453
15,-6.061047554016113,-9.455763816833496,-10.33677101135254,-8.750934600830078,-8.84709358215332,-9.89250373840332
14,-6.559221267700195,-5.9064040184021,-6.612441062927246,-9.336562156677246,-9.621870994567873,-9.974316596984863
8,-7.553273677825928,-8.666337966918945,-8.453977584838867,-10.331014633178713,-8.175416946411133,-10.035653114318848
9,-7.615594863891602,-8.170613288879395,-7.481401443481445,-12.948919296264648,-11.32151222229004,-10.937296867370604
10,-6.506994724273682,-5.292571067810059,-10.526755332946776,-11.129054069519045,-10.698110580444336,-11.235401153564451
12,-6.559053421020508,-9.110894203186035,-10.182415962219238,-9.623163223266602,-9.316280364990234,-10.388986587524414
11,-7.102864742279053,-6.605292320251465,-9.080219268798828,-8.498126983642578,-8.071438789367676,-7.975496768951416
13,-8.177011489868164,-10.945693016052246,-11.221014022827148,-9.179203033447266,-9.303537368774414,-10.475172996520996
16,-6.540821075439453,-6.256038665771484,-9.128973007202148,-9.128973007202148,-9.444084167480469,-10.766816139221191
17,-6.060736656188965,-5.771315097808838,-9.545790672302246,-9.314425468444824,-9.442728996276855,-10.42164421081543
18,-7.210745811462402,-6.660967826843262,-8.017267227172852,-6.945262432098389,-10.856513023376465,-10.286380767822266
19,-6.333515167236328,-6.813278198242188,-8.130172729492188,-10.850727081298828,-9.21413803100586,-9.492664337158203
