,agent0_panda,agent1_panda,agent2_panda,agent3_panda,agent4_panda,agent5_panda
1,-6.71701717376709,-10.168927192687988,-9.59387493133545,-9.48017120361328,-11.54830837249756,-11.502696990966797
3,-7.295187950134277,-9.091687202453612,-9.355443954467772,-9.581866264343262,-10.16205596923828,-10.884865760803224
8,-8.158628463745117,-9.814096450805664,-8.87562370300293,-10.329089164733888,-9.024663925170898,-10.035653114318848
15,-6.737729549407959,-9.75222873687744,-10.125795364379885,-8.7700777053833,-8.683229446411133,-9.89250373840332
2,-7.0189208984375,-9.26995849609375,-7.338171005249023,-10.654837608337402,-10.254590034484863,-10.142255783081056
14,-7.118481636047363,-6.170352935791016,-6.726277828216553,-9.34857177734375,-9.947463035583496,-9.974316596984863
12,-6.83040189743042,-9.181381225585938,-10.246976852416992,-10.485157012939451,-9.559968948364258,-10.388986587524414
21,-9.159677505493164,-10.592074394226074,-9.121636390686035,-10.054800033569336,-11.024556159973145,-11.523590087890623
23,-8.397668838500977,-5.161828994750977,-4.838136196136475,-6.095694541931152,-8.67896556854248,-9.236197471618652
9,-9.272685050964355,-8.45945930480957,-8.786639213562012,-13.042247772216797,-12.195589065551758,-10.937296867370604
11,-7.212649345397949,-7.099190711975098,-8.664835929870605,-8.128584861755371,-7.921488285064697,-7.975496768951416
10,-7.332320213317871,-5.842816352844238,-11.658475875854492,-11.79148006439209,-11.263476371765137,-11.235401153564451
20,-7.208742141723633,-8.824726104736328,-10.101837158203123,-9.65945816040039,-9.30080509185791,-9.346519470214844
0,-6.63304328918457,-9.469232559204102,-9.30977725982666,-9.69640064239502,-8.973272323608398,-9.546062469482422
6,-6.71817684173584,-4.80987024307251,-9.632739067077637,-9.184049606323242,-8.501002311706543,-8.320606231689453
5,-10.21812629699707,-8.345512390136719,-10.471938133239746,-10.27165985107422,-8.536585807800293,-8.189980506896973
7,-6.99491024017334,-8.13450813293457,-9.73471736907959,-9.749656677246094,-9.511043548583984,-10.939458847045898
4,-6.907796859741211,-9.092055320739746,-9.195487022399902,-9.370429039001465,-8.445469856262207,-9.652572631835938
17,-6.609437465667725,-5.640070915222168,-9.439886093139648,-9.877544403076172,-9.474358558654783,-10.42164421081543
18,-8.210150718688965,-7.065431594848633,-8.033291816711426,-7.042122840881348,-11.191400527954102,-10.286380767822266
19,-6.988053798675537,-6.4088006019592285,-7.695252418518066,-11.14303970336914,-9.435083389282228,-9.492664337158203
16,-8.25376033782959,-7.332356929779053,-9.305582046508787,-9.286593437194824,-8.964144706726074,-10.766816139221191
13,-8.356670379638672,-11.53925323486328,-11.134057998657228,-9.158381462097168,-9.695597648620604,-10.475172996520996
