,agent0_elephant,agent1_elephant,agent2_elephant,agent3_elephant,agent4_elephant,agent5_elephant,agent0_891,agent1_891,agent2_891,agent3_891,agent4_891,agent5_891
0,-0.7798658013343811,-1.1601336002349854,-1.9513075351715088,-2.466939926147461,-2.4148988723754883,-2.02148699760437,-0.3556609153747558,-0.3031705021858215,-0.6158231496810913,-5.577767372131348,-11.012721061706545,-10.566535949707031
2,-1.0289430618286133,-0.7995026707649231,-1.0417983531951904,-3.006251335144043,-2.413374900817871,-3.056203842163086,-0.3003436923027038,-0.0485853962600231,-0.87319415807724,-8.01156234741211,-7.073390960693359,-12.69545078277588
4,-0.932050347328186,-0.7295859456062317,-3.3902878761291504,-2.961113452911377,-2.901507377624512,-2.6117632389068604,-0.1039101555943489,-0.3661442995071411,-10.911787986755373,-10.522807121276855,-10.614325523376465,-12.34157943725586
6,-1.104682445526123,-1.1773653030395508,-2.2531967163085938,-2.3133041858673096,-1.9161211252212524,-2.446063041687012,-2.246807098388672,-0.0278204940259456,-1.1708228588104248,-19.97845268249512,-22.722553253173828,-25.50505447387696
5,-1.2464282512664795,-1.0936756134033203,-0.6603082418441772,-2.6062140464782715,-2.1619768142700195,-2.391819477081299,-0.2504394352436065,-0.4182058274745941,-0.4579033851623535,-6.872203350067139,-7.679267883300781,-11.365796089172363
1,-0.9240363240242004,-1.7726749181747437,-1.5587775707244873,-2.762637138366699,-2.881953716278076,-1.817221641540528,-0.3824946284294128,-0.1684535294771194,-0.2283525466918945,-3.316434144973755,-3.067738771438598,-0.6101022362709045
3,-0.6520029902458191,-1.5448503494262695,-2.482224702835083,-1.758875846862793,-1.2759370803833008,-2.66504168510437,-0.0118658663704991,-3.0965521335601807,-10.910415649414062,-12.09920597076416,-35.394508361816406,-34.33009338378906
7,-1.387736439704895,-1.165912628173828,-1.1777632236480713,-1.2738332748413086,-2.500896453857422,-1.9543169736862185,-0.9132814407348632,-0.2529500126838684,-0.0888654142618179,-7.895337104797363,-17.209199905395508,-27.56396484375
8,-1.0312083959579468,-1.0457888841629028,-1.5768179893493652,-2.307603359222412,-2.423124313354492,-2.467301607131958,-1.326486110687256,-0.4780306220054626,-11.63978672027588,-10.864325523376465,-11.442418098449709,-14.956635475158691
10,-1.2795813083648682,-1.4006239175796509,-4.0031561851501465,-2.9769175052642822,-2.950671672821045,-3.840556144714356,-0.8795523643493652,-0.7907990217208862,-10.687063217163086,-33.672401428222656,-34.90034866333008,-33.100833892822266
12,-1.323792815208435,-0.9990829825401306,-1.368669509887695,-1.062836527824402,-1.3315415382385254,-1.5459662675857544,-1.5407066345214844,-0.0046094665303826,-0.0053058550693094,-0.0801797062158584,-3.2525522708892822,-15.274209022521973
14,-2.11881947517395,-0.6103756427764893,-0.8339592218399048,-2.306268215179444,-1.8641623258590696,-2.4130539894104004,-2.141011476516724,-0.0202366076409816,-0.6191049218177795,-3.3800747394561768,-6.888641834259033,-33.21501922607422
13,-1.0984883308410645,-1.1229114532470703,-0.8837310075759888,-2.0647969245910645,-2.106860637664795,-1.7021880149841309,-0.1123616695404052,-0.0974949076771736,-0.034778494387865,-6.208774566650391,-8.22092342376709,-9.06153392791748
11,-1.342005729675293,-0.6577258110046387,-0.6397368907928467,-1.125464677810669,-2.435987710952759,-2.531556367874145,-0.9812394976615906,-0.1504950374364853,-0.0389853976666927,-1.0556007623672483,-11.076403617858888,-35.016170501708984
18,-1.2467329502105713,-2.779086112976074,-1.1365156173706057,-0.7226476073265076,-2.536925792694092,-2.6786651611328125,-2.3146636486053467,-5.89812707901001,-0.1677314043045044,-0.1049705669283866,-10.061338424682615,-14.25939655303955
15,-0.8244421482086182,-1.081694722175598,-1.5895408391952517,-2.584213733673096,-3.1650400161743164,-2.824528694152832,-0.0343770906329155,-0.0225044265389442,-0.1325091868638992,-0.301430881023407,-3.5744214057922363,-6.405397415161133
9,-1.0888123512268066,-0.9702612161636353,-2.4048635959625244,-2.192379236221313,-2.118988513946533,-2.4031102657318115,-0.0258875731378793,-0.2081978917121887,-12.94841766357422,-7.353980541229248,-4.972719669342041,-9.344900131225586
16,-1.4988713264465332,-1.3788018226623535,-2.514378547668457,-2.514378547668457,-2.4492664337158203,-2.451310396194458,-0.2554413080215454,-0.4648133516311645,-12.017476081848145,-12.017476081848145,-12.06188678741455,-12.74767017364502
19,-1.30544114112854,-0.808944582939148,-1.6302831172943115,-1.9327820539474487,-2.1686158180236816,-2.830167770385742,-0.9332845211029052,-0.0069263400509953,-0.0189812164753675,-0.0100105926394462,-27.987537384033203,-28.339887619018555
17,-0.9582683444023132,-1.2466586828231812,-1.1529256105422974,-1.5436429977416992,-2.442535877227783,-2.765519618988037,-0.4736686944961548,-0.015456804074347,-0.1542567461729049,-0.3207716047763824,-5.504210948944092,-3.963724374771118
