,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee
0,-7.56640625,-14.2421875,-12.6484375,-10.9609375,-11.484375,-11.5
1,-7.828125,-13.3203125,-10.7578125,-12.4453125,-12.4453125,-12.5078125
2,-7.36328125,-12.0859375,-11.203125,-11.3359375,-11.921875,-13.390625
3,-7.484375,-11.40625,-11.1640625,-12.171875,-11.0546875,-11.9375
4,-7.3359375,-12.578125,-10.8671875,-11.4765625,-10.9140625,-12.0625
5,-7.421875,-11.53125,-10.9296875,-9.984375,-11.875,-13.953125
6,-7.90234375,-10.6015625,-10.015625,-10.015625,-10.015625,-12.5390625
7,-7.1484375,-11.21875,-9.796875,-10.1484375,-11.4921875,-11.265625
8,-7.41796875,-11.6953125,-10.6484375,-12.6171875,-11.3515625,-13.0546875
9,-7.203125,-11.734375,-11.328125,-12.3828125,-11.6015625,-12.8515625
10,-8.1484375,-10.9609375,-10.84375,-10.2734375,-11.3125,-12.390625
11,-7.40234375,-11.6640625,-9.9765625,-11.234375,-11.390625,-13.3359375
12,-8.9140625,-11.3203125,-10.953125,-12.25,-13.046875,-13.46875
13,-7.36328125,-10.578125,-9.9375,-9.78125,-9.296875,-10.3984375
14,-7.30859375,-12.875,-11.6796875,-11.625,-13.2109375,-12.2109375
15,-7.9140625,-12.5390625,-11.1484375,-10.8515625,-10.8515625,-12.5234375
16,-7.20703125,-12.15625,-10.78125,-11.21875,-10.28125,-10.4375
17,-7.91796875,-12.203125,-10.734375,-11.75,-12.8671875,-12.171875
18,-8.1328125,-12.09375,-10.5546875,-11.6640625,-13.75,-15.2578125
19,-8.3125,-11.25,-9.5859375,-9.5703125,-9.5546875,-11.71875
