,agent0_elephant,agent1_elephant,agent2_elephant,agent3_elephant,agent4_elephant,agent5_elephant
0,-0.9771326780319214,-1.6266930103302002,-1.751399040222168,-2.545361042022705,-2.40855073928833,-2.2554049491882324
1,-0.9958266615867616,-1.3125320672988892,-1.1928086280822754,-2.025444984436035,-2.532139539718628,-2.4419150352478027
2,-0.9566632509231568,-1.281033992767334,-1.3591675758361816,-1.6479629278182983,-2.0648136138916016,-2.929752349853516
3,-1.3009244203567505,-1.7056058645248413,-2.216228485107422,-2.06616759300232,-2.0860021114349365,-2.179013729095459
5,-1.0327816009521484,-1.2402523756027222,-1.4351768493652344,-1.101719856262207,-1.6643056869506836,-1.5642458200454712
7,-1.5032576322555542,-1.3101468086242676,-1.3697431087493896,-2.2807774543762207,-1.731338381767273,-2.363535165786743
6,-1.0633487701416016,-1.8769497871398928,-2.2707886695861816,-1.899398922920227,-1.7468277215957642,-1.907153606414795
8,-1.712885499000549,-2.623004913330078,-3.04261326789856,-1.3922303915023804,-1.7941356897354126,-2.409759759902954
9,-1.227678298950195,-1.199012279510498,-1.5401086807250977,-2.059632539749145,-2.510239601135254,-2.4707190990448
10,-1.440209150314331,-1.5494279861450195,-2.103945255279541,-2.050444364547729,-2.2442820072174072,-2.303028583526612
11,-2.21940016746521,-2.1436142921447754,-2.261329174041748,-1.4875816106796265,-2.0520613193511963,-2.272301197052002
13,-1.0784255266189575,-1.1575415134429932,-1.0678006410598757,-1.783534288406372,-2.3773422241210938,-2.267982721328736
12,-0.9640803933143616,-1.5976195335388184,-1.869841456413269,-1.7852394580841064,-1.9712632894515991,-2.5092873573303223
14,-1.0642913579940796,-1.4014538526535034,-1.2839491367340088,-1.0243377685546875,-0.6583353877067566,-1.4713443517684937
23,-1.4829254150390625,-1.0406925678253174,-1.6969300508499146,-1.803718328475952,-2.436054944992065,-2.022230625152588
16,-0.8801673650741577,-1.179063320159912,-2.362619638442993,-2.7832674980163574,-2.4026455879211426,-2.4593584537506104
17,-3.5572104454040527,-3.836905002593994,-3.700423240661621,-4.2494964599609375,-2.3038489818573,-3.667335033416748
18,-2.2185213565826416,-2.081985712051392,-2.327935218811035,-2.373431205749512,-2.5600435733795166,-2.428697347640991
19,-1.3782689571380615,-1.9927282333374023,-1.955760478973389,-1.7875494956970217,-2.379183530807495,-2.7613894939422607
4,-1.324065923690796,-1.2634540796279907,-1.3497285842895508,-1.91814386844635,-2.283876419067383,-2.5344245433807373
22,-0.980381727218628,-1.8571115732192995,-2.689613103866577,-2.647737979888916,-2.367051124572754,-2.660164356231689
21,-1.001713752746582,-0.9808733463287354,-0.8706656694412231,-1.9450528621673584,-1.74390971660614,-2.004322052001953
15,-0.9277032017707824,-1.2059998512268066,-3.3322501182556152,-2.119205474853516,-2.646368980407715,-2.5346035957336426
20,-1.7119839191436768,-1.7724984884262085,-2.2909717559814453,-1.83987295627594,-2.058807849884033,-3.1074025630950928
