,agent0_elephant,agent1_elephant,agent2_elephant,agent3_elephant,agent4_elephant,agent5_elephant,agent0_138,agent1_138,agent2_138,agent3_138,agent4_138,agent5_138
0,-0.8434602618217468,-2.3547751903533936,-1.9616334438323968,-2.311889171600342,-2.184291124343872,-2.2554049491882324,-0.1411942094564438,-0.1145962700247764,-19.05527877807617,-23.78871154785156,-23.490646362304688,-25.02901840209961
2,-0.8233928680419922,-1.6743566989898682,-1.4416168928146362,-1.6867181062698364,-2.8658273220062256,-2.929752349853516,-0.2545005977153778,-0.3394195437431335,-0.0771339237689971,-3.3323733806610107,-6.679574489593506,-7.176250457763672
4,-0.8378407955169678,-1.7478957176208496,-1.793738842010498,-2.389364719390869,-2.6748621463775635,-2.5344245433807373,-0.0832537040114402,-0.2625798285007477,-0.5422832369804382,-5.687767505645752,-8.607134819030762,-9.720170974731444
6,-0.9681430459022522,-1.8168036937713623,-2.7461633682250977,-1.8683040142059328,-1.804667830467224,-1.907153606414795,-1.591419696807861,-0.574087917804718,-0.7698047161102295,-3.546326875686645,-1.6159074306488037,-0.5857436656951904
5,-0.7258076667785645,-1.056222438812256,-1.6910372972488403,-0.958987295627594,-1.463976263999939,-1.5642458200454712,-0.3878355622291565,-2.3755526542663574,-3.790198564529419,-0.623893141746521,-0.5902717709541321,-0.2989664375782013
1,-0.7841308116912842,-1.4787335395812988,-1.4110262393951416,-2.6381659507751465,-2.572088718414306,-2.4419150352478027,-0.2903456389904022,-0.6706392765045166,-0.2100482732057571,-8.10444164276123,-7.743281364440918,-7.899073123931885
3,-0.9304207563400269,-1.4335185289382937,-2.035102844238281,-2.308438777923584,-2.426271915435791,-2.179013729095459,-0.0183897987008094,-0.0585604086518287,-0.7480917572975159,-0.2252350449562072,-7.195061683654785,-8.274548530578613
7,-1.5709023475646973,-1.5916117429733276,-1.3042607307434082,-2.7665469646453857,-2.2163290977478027,-2.363535165786743,-1.2545862197875977,-0.4173706173896789,-0.1420310139656067,-8.035482406616211,-5.084890842437744,-7.148986339569092
8,-1.6363990306854248,-2.371887445449829,-3.1048295497894287,-1.4794116020202637,-1.7314059734344482,-2.409759759902954,-0.65667724609375,-1.4255634546279907,-2.3098506927490234,-0.1179313510656356,-0.1880531907081604,-0.0417756363749504
10,-1.645052433013916,-1.646981716156006,-2.684476375579834,-2.329148054122925,-2.2679567337036133,-2.303028583526612,-0.5262018442153931,-0.6802269816398621,-9.171544075012209,-14.437427520751951,-19.218395233154297,-22.052047729492188
12,-1.361027479171753,-1.889141082763672,-2.784409046173096,-2.099362850189209,-2.1927146911621094,-2.5092873573303223,-0.8632916212081909,-0.3240264654159546,-0.3297891318798065,-0.1841445416212082,-1.7319196462631226,-9.49814224243164
14,-1.531538486480713,-1.623662352561951,-1.8998119831085205,-1.5316027402877808,-0.998585283756256,-1.4713443517684937,-1.223909616470337,-0.3414492607116699,-0.2139756828546524,-0.1819875091314315,-0.3309636116027832,-0.4371463358402252
13,-1.424152374267578,-1.5029621124267578,-1.0113413333892822,-1.390207052230835,-2.447173595428467,-2.267982721328736,-0.7233179211616516,-0.0369613096117973,-0.0808369070291519,-0.1000038683414459,-0.6166683435440063,-6.072417259216309
11,-1.934428215026856,-1.8057948350906368,-2.556610584259033,-1.229036569595337,-2.077734470367432,-2.272301197052002,-0.6534475088119507,-0.2919535040855407,-2.2311577796936035,-0.101765863597393,-0.3164761960506439,-0.08539704233407974
18,-1.2900363206863403,-1.499556541442871,-2.252104997634888,-2.804497241973877,-2.7200846672058105,-2.428697347640991,-0.8134300708770752,-0.273442655801773,-0.8801440000534058,-2.709813117980957,-8.538787841796875,-8.624711036682129
15,-0.754697322845459,-1.4635705947875977,-4.899873733520508,-2.978635787963867,-2.4621505737304688,-2.5346035957336426,-0.0084470370784401,-0.2254404425621032,-12.87537670135498,-17.479833602905273,-17.895139694213867,-18.78847885131836
9,-1.0950618982315063,-1.127182960510254,-2.0125503540039062,-2.471482515335083,-2.4300179481506348,-2.4707190990448,-0.6271596550941467,-0.1619689911603927,-2.5509040355682373,-9.570813179016112,-20.16316604614257,-19.90450859069824
16,-0.9491369724273682,-1.0345923900604248,-2.4936563968658447,-2.9836220741271973,-2.6700549125671387,-2.4593584537506104,-0.3663306832313537,-0.1458484083414077,-0.3997801840305328,-11.533014297485352,-11.079930305480955,-12.859506607055664
19,-1.3291341066360474,-2.391046524047852,-2.5486855506896973,-2.6598501205444336,-2.821648597717285,-2.7613894939422607,-0.4564480185508728,-0.2154770046472549,-0.2824216783046722,-2.487784147262573,-6.78444242477417,-19.43983459472656
17,-1.040980100631714,-1.4688612222671509,-1.4283561706542969,-4.105714321136475,-2.3248729705810547,-3.667335033416748,-0.0989272892475128,-0.2136252671480178,-1.293369174003601,-0.5950966477394104,-4.815904140472412,-3.632672071456909
