,agent0_dolphin,agent1_dolphin,agent2_dolphin,agent3_dolphin,agent4_dolphin,agent5_dolphin
0,-4.32421875,-4.80078125,-4.25390625,-5.0,-5.49609375,-5.4296875
1,-4.88671875,-5.27734375,-5.1171875,-4.80859375,-4.83984375,-6.0390625
2,-4.18359375,-5.03125,-5.953125,-5.83984375,-6.3203125,-5.25
3,-4.17578125,-3.8515625,-6.33203125,-6.2421875,-5.65234375,-5.828125
4,-4.65625,-5.2421875,-4.89453125,-4.46875,-4.49609375,-5.0703125
5,-4.53125,-4.67578125,-4.546875,-4.33203125,-4.44140625,-5.2890625
6,-4.80859375,-3.87109375,-4.9765625,-6.33203125,-5.203125,-5.26171875
7,-4.40625,-4.41796875,-4.15234375,-5.03515625,-5.37109375,-5.0625
8,-4.08203125,-4.3671875,-5.37890625,-5.12109375,-4.94921875,-6.01171875
9,-5.31640625,-6.015625,-5.13671875,-5.26953125,-6.328125,-5.80859375
10,-5.18359375,-5.3125,-6.12109375,-4.91796875,-5.22265625,-5.47265625
11,-4.5078125,-5.51171875,-5.34375,-4.5703125,-4.7890625,-5.42578125
12,-4.46875,-4.421875,-6.1484375,-5.03515625,-5.8515625,-6.5078125
13,-4.3671875,-6.203125,-5.93359375,-5.8203125,-6.85546875,-7.53515625
14,-4.26171875,-5.5703125,-5.16015625,-5.6171875,-5.6796875,-5.64453125
15,-5.49609375,-5.6796875,-5.98046875,-7.61328125,-7.375,-6.84765625
16,-4.11328125,-5.33984375,-4.5078125,-4.71484375,-6.265625,-6.6171875
17,-4.08984375,-5.5625,-4.64453125,-5.62890625,-7.05859375,-9.0546875
18,-4.5703125,-4.4921875,-4.7109375,-4.80859375,-4.625,-5.02734375
19,-4.24609375,-5.40625,-5.44140625,-5.38671875,-6.2734375,-5.39453125
