,agent0_koala,agent1_koala,agent2_koala,agent3_koala,agent4_koala,agent5_koala
1,-8.857074737548828,-10.905997276306152,-10.794492721557615,-10.9670991897583,-10.598365783691406,-11.64445686340332
3,-9.384480476379396,-8.6868314743042,-9.560070991516112,-10.100518226623535,-10.351957321166992,-10.51583194732666
8,-9.238276481628418,-10.841041564941406,-10.824049949645996,-9.956374168395996,-9.743796348571776,-9.30238151550293
15,-8.391502380371094,-9.818838119506836,-10.66834831237793,-11.169130325317385,-10.362530708312988,-11.113813400268556
2,-9.306696891784668,-9.803348541259766,-9.771013259887695,-9.874625205993652,-10.545260429382324,-11.330731391906738
14,-8.739468574523926,-6.398860931396484,-10.993733406066896,-10.650552749633787,-11.055073738098145,-11.882862091064451
12,-9.06590175628662,-11.763227462768556,-12.330220222473145,-10.681914329528809,-9.42918300628662,-9.315563201904297
21,-10.380663871765137,-7.993374824523926,-10.464932441711426,-10.07561206817627,-9.312034606933594,-7.233494758605957
23,-10.149927139282228,-10.387035369873049,-9.271058082580566,-9.970980644226074,-9.16592502593994,-9.71142292022705
9,-9.040861129760742,-10.142290115356444,-10.90650749206543,-10.612122535705566,-9.887453079223633,-11.280959129333496
11,-8.594634056091309,-6.943268299102783,-7.122465133666992,-8.048601150512695,-7.112571239471436,-8.54090404510498
10,-9.989079475402832,-9.202034950256348,-8.853870391845703,-10.774808883666992,-11.100279808044434,-10.963228225708008
20,-9.71865463256836,-8.249662399291992,-11.281132698059082,-10.203635215759276,-10.269747734069824,-11.774702072143556
0,-9.042122840881348,-7.591672897338867,-6.908811569213867,-9.902545928955078,-11.705680847167969,-12.459197998046877
6,-9.566975593566896,-9.86468505859375,-11.718050003051758,-10.961195945739746,-11.107346534729004,-11.87519359588623
5,-11.14904499053955,-8.861530303955078,-9.33775806427002,-9.340221405029297,-7.492133617401123,-7.74233865737915
7,-9.14104175567627,-7.846236228942871,-10.544095993041992,-9.78054904937744,-9.637862205505373,-11.467317581176758
4,-9.52889633178711,-7.431100845336914,-10.51470947265625,-10.87308406829834,-10.532320976257324,-11.570733070373535
17,-10.595459938049316,-10.262843132019045,-10.536564826965332,-10.902048110961914,-11.031184196472168,-11.696207046508787
18,-10.582722663879396,-7.71673583984375,-10.959925651550291,-10.947465896606444,-11.173843383789062,-11.620606422424316
19,-9.82947063446045,-9.624361991882324,-10.635838508605955,-10.378023147583008,-9.897656440734863,-10.966099739074709
16,-9.7213716506958,-9.963140487670898,-10.77845859527588,-9.48020076751709,-9.358359336853027,-10.746262550354004
13,-8.553558349609375,-8.945658683776855,-10.93893814086914,-10.542882919311523,-11.078872680664062,-12.14296817779541
