,agent0_dolphin,agent1_dolphin,agent2_dolphin,agent3_dolphin,agent4_dolphin,agent5_dolphin
0,-0.8429029583930969,-0.4877146780490875,-0.2343685775995254,-0.2358487844467163,-0.2673767805099487,-0.3778914511203766
1,-1.976807951927185,-1.1330748796463013,-0.9392825365066528,-0.1722001433372497,-0.2183722108602523,-0.3111537396907806
2,-0.3568975925445556,-0.4714927971363067,-0.3172477483749389,-0.2885733544826507,-0.2323288023471832,-0.2689718604087829
3,-0.7228169441223145,-0.3483854234218597,-0.386649876832962,-0.3520537912845611,-0.375400185585022,-0.775780200958252
5,-0.6666466593742371,-0.7747220396995544,-0.2983501553535461,-0.1727921515703201,-0.1338165700435638,-0.094433844089508
7,-1.2716126441955566,-1.0780479907989502,-0.3428935408592224,-0.3136376142501831,-0.226281076669693,-0.2180094420909881
6,-1.0139315128326416,-1.0109140872955322,-0.5783041715621948,-0.1606210172176361,-0.1039436757564544,-0.2116546928882599
8,-1.0877245664596558,-3.467721700668335,-0.7686812877655029,-0.8812851309776306,-0.5269744396209717,-1.0240514278411863
9,-1.171552062034607,-0.4486534595489502,-1.0167505741119385,-0.371322363615036,-0.1034448146820068,-0.193254604935646
10,-0.8026272654533386,-0.1682441979646682,-0.5775992274284363,-0.1517243236303329,-0.1889775097370147,-0.2004991024732589
11,-1.2221932411193848,-0.1368356645107269,-0.0712098330259323,-0.0861591324210167,-0.1012865826487541,-0.1080585494637489
13,-1.2448408603668213,-0.1956208646297454,-0.0883798003196716,-0.1862262189388275,-0.219861626625061,-0.4163857102394104
12,-0.5982179641723633,-0.3517843186855316,-1.0983506441116333,-0.4219372570514679,-0.2504288554191589,-0.2727715969085693
14,-1.3698230981826782,-1.4336304664611816,-1.7733980417251587,-0.2218239456415176,-0.3345822393894195,-0.2295679897069931
23,-1.9209067821502688,-2.8333566188812256,-1.437392234802246,-0.6689651012420654,-0.5086076259613037,-1.0707359313964844
16,-0.7044040560722351,-2.192145586013794,-1.0067737102508545,-0.6325636506080627,-0.3767214715480804,-0.5287182331085205
17,-1.0658897161483765,-0.7931779623031616,-1.3668221235275269,-0.497718334197998,-0.1468635946512222,-0.3286092579364776
18,-0.7944356203079224,-0.2619186639785766,-0.4582049250602722,-0.6001250743865967,-0.1507146954536438,-0.2578674554824829
19,-0.7981340885162354,-0.3450135886669159,-1.8905653953552248,-1.2042713165283203,-0.1863450556993484,-0.6909670233726501
4,-1.6336445808410645,-1.5664929151535034,-0.3750219047069549,-0.1798855662345886,-0.3622927069664001,-0.4254859983921051
22,-0.7173634171485901,-1.6344798803329468,-0.5424814224243164,-1.0910539627075195,-0.4815188646316528,-0.9917072653770448
21,-0.7634773850440979,-0.278581827878952,-0.2837058007717132,-0.2996834814548492,-0.2883207201957702,-0.4334905743598938
15,-1.477013349533081,-0.447830319404602,-0.5699754357337952,-0.8020530939102173,-1.573540210723877,-1.285148859024048
20,-0.859464704990387,-1.903461456298828,-1.3196115493774414,-0.5582687258720398,-0.7654404044151306,-0.8793169856071472
