,agent0_dolphin,agent1_dolphin,agent2_dolphin,agent3_dolphin,agent4_dolphin,agent5_dolphin,agent0_434,agent1_434,agent2_434,agent3_434,agent4_434,agent5_434
0,-0.6835698485374451,-1.1325377225875854,-0.5698153972625732,-0.5755026936531067,-0.5755026936531067,-0.3778914511203766,-0.5137184262275696,-1.3328849077224731,-11.148240089416504,-10.633112907409668,-10.633112907409668,-14.004923820495604
2,-0.6925753951072693,-0.7049739360809326,-0.3646697998046875,-0.5666046142578125,-0.3247350454330444,-0.2689718604087829,-0.2118260115385055,-0.0799143463373184,-6.206338405609131,-7.648801326751709,-10.937417030334473,-14.06752109527588
4,-0.7006382942199707,-0.9748777151107788,-0.4698897004127502,-0.3416579067707062,-0.3840364813804626,-0.4254859983921051,-0.0231111478060483,-0.2068767249584198,-6.6027703285217285,-3.993921041488648,-14.221428871154783,-17.25633430480957
6,-0.8890186548233032,-1.3226875066757202,-0.4033949375152588,-0.172068178653717,-0.1109623536467552,-0.2116546928882599,-1.520634412765503,-0.8275241255760193,-0.7850435972213745,-3.653716802597046,-12.10407829284668,-18.02824592590332
5,-0.588561475276947,-1.259929895401001,-0.635757327079773,-0.2453948557376861,-0.1589998453855514,-0.094433844089508,-0.3241204917430877,-0.1774957329034805,-9.453295707702637,-8.479782104492188,-33.72696304321289,-37.24293518066406
1,-0.6142462491989136,-1.4819215536117554,-1.9411053657531736,-0.3571268916130066,-0.2270732522010803,-0.3111537396907806,-0.5040124654769897,-0.1097025200724601,-3.127189874649048,-5.414711952209473,-36.37701797485352,-36.69475555419922
3,-0.8021235466003418,-0.3643472492694855,-0.630721926689148,-0.4199797213077545,-0.4067620635032654,-0.775780200958252,-0.0101682972162961,-3.524052381515503,-6.590556144714356,-12.57944393157959,-9.588497161865234,-11.334014892578123
7,-1.5542716979980469,-2.1172237396240234,-0.8404783010482788,-0.644311249256134,-0.1632746011018753,-0.2180094420909881,-0.6032344102859497,-0.661577045917511,-1.6424617767333984,-12.473729133605955,-14.834420204162598,-16.287912368774414
8,-1.4974676370620728,-4.145902633666992,-0.5610287189483643,-0.8381330966949463,-0.3573183119297027,-1.0240514278411863,-1.2331044673919678,-0.0845265537500381,-0.0674733445048332,-5.318214416503906,-4.524651527404785,-8.762662887573242
10,-0.6973310112953186,-0.1980057060718536,-0.8029880523681641,-0.1429025530815124,-0.3912047147750854,-0.2004991024732589,-0.3112101554870605,-0.3426983058452606,-0.5218827724456787,-0.8028885126113892,-7.039795398712158,-13.284247398376465
12,-1.0710361003875732,-0.3519324064254761,-2.1764211654663086,-0.6405341625213623,-0.2478073239326477,-0.2727715969085693,-1.0849790573120115,-0.7481217384338379,-0.1483643352985382,-0.520402193069458,-15.456063270568848,-18.21385383605957
14,-1.631434440612793,-1.3980298042297363,-1.851238489151001,-0.3739282786846161,-0.2959431409835815,-0.2295679897069931,-1.0487226247787476,-0.1480588614940643,-0.0406626872718334,-5.696453094482422,-7.184140205383301,-10.960484504699709
13,-1.0250308513641355,-0.1543626487255096,-0.1334867924451828,-0.2728582620620727,-0.2887612879276275,-0.4163857102394104,-0.3190538585186004,-0.0333122164011001,-12.970281600952148,-10.801612854003906,-9.153644561767578,-12.653249740600586
11,-1.458937644958496,-0.3382238149642944,-0.1845178008079528,-0.1513079702854156,-0.1636531054973602,-0.1080585494637489,-1.0664019584655762,-1.296934962272644,-14.485158920288086,-15.664830207824709,-15.468685150146484,-19.65693473815918
9,-1.5371055603027344,-1.5608365535736084,-1.479517102241516,-0.5511628985404968,-0.1495823115110397,-0.193254604935646,-0.8618455529212952,-0.1383864134550094,-0.0803860127925872,-2.3756628036499023,-15.119745254516602,-8.506628036499023
15,-0.8996418714523315,-0.7770046591758728,-0.8671360015869141,-0.7886838316917419,-1.622014045715332,-1.285148859024048,-0.0881561711430549,-0.0501073524355888,-0.2188520431518554,-0.3658628463745117,-0.7051106095314026,-0.2217216491699218
18,-0.8143100738525391,-0.2924019992351532,-0.4235430657863617,-0.7509778738021851,-0.1962804794311523,-0.2578674554824829,-1.386909008026123,-1.7662492990493774,-0.4559924900531769,-0.1454814821481704,-33.62046432495117,-33.79631042480469
16,-1.08621346950531,-2.94327712059021,-1.6937682628631592,-0.8791306018829346,-0.8089592456817627,-0.5287182331085205,-0.2443969398736953,-0.0855764374136924,-11.890772819519045,-29.69954299926757,-28.619186401367188,-33.714351654052734
19,-0.9751286506652832,-0.4486716389656067,-2.051332712173462,-1.5798627138137815,-0.2814418971538543,-0.6909670233726501,-0.7823429107666016,-0.0190693121403455,-0.396036684513092,-3.3460872173309326,-12.72969913482666,-41.31982803344727
17,-1.231961727142334,-0.8022583723068237,-1.5298393964767456,-0.7525196671485901,-0.1827604919672012,-0.3286092579364776,-0.2733161449432373,-0.161325141787529,-0.0992292985320091,-1.535990595817566,-15.361363410949709,-21.06450462341309
