,agent0_penguin,agent1_penguin,agent2_penguin,agent3_penguin,agent4_penguin,agent5_penguin
0,-7.19140625,-7.359375,-8.2578125,-8.8046875,-8.7421875,-7.94140625
1,-4.95703125,-7.0234375,-6.6171875,-7.25390625,-7.5,-7.29296875
2,-5.703125,-7.43359375,-6.421875,-7.7734375,-7.4296875,-7.81640625
3,-6.81640625,-7.5546875,-6.42578125,-5.94140625,-5.59375,-4.65625
4,-5.59375,-5.8359375,-6.7890625,-7.28125,-7.046875,-5.97265625
5,-5.3828125,-7.07421875,-6.20703125,-6.16015625,-6.95703125,-6.8125
6,-7.640625,-7.921875,-10.1875,-8.6953125,-9.03125,-8.1953125
7,-7.6640625,-7.921875,-6.94921875,-6.3203125,-6.859375,-6.421875
8,-6.66015625,-6.51953125,-6.546875,-6.30859375,-6.9921875,-7.296875
9,-4.82421875,-7.203125,-8.109375,-8.4921875,-9.859375,-8.609375
10,-6.92578125,-8.2578125,-7.8828125,-5.86328125,-7.08984375,-6.16796875
11,-4.94921875,-7.75,-8.5859375,-8.546875,-8.234375,-8.2265625
12,-7.09765625,-7.60546875,-6.65625,-7.08203125,-6.59765625,-7.5390625
13,-4.3046875,-8.28125,-8.1953125,-9.9765625,-10.359375,-10.4609375
14,-3.869140625,-6.5703125,-7.15234375,-6.3515625,-6.79296875,-7.48046875
15,-6.1796875,-8.234375,-9.0078125,-7.88671875,-9.34375,-8.2421875
16,-5.78125,-6.92578125,-7.875,-9.1796875,-9.3046875,-9.5625
17,-4.3828125,-7.83203125,-6.84765625,-6.08984375,-5.5625,-4.8203125
18,-7.546875,-6.51953125,-7.25390625,-9.53125,-10.0703125,-9.203125
19,-6.71484375,-6.2734375,-9.0703125,-8.4765625,-8.1875,-7.62890625
