,agent0_elephant,agent1_elephant,agent2_elephant,agent3_elephant,agent4_elephant,agent5_elephant
0,-7.33203125,-6.9140625,-7.13671875,-5.82421875,-6.24609375,-5.82421875
1,-8.0859375,-6.6484375,-6.96484375,-6.86328125,-5.88671875,-6.55859375
2,-8.546875,-6.13671875,-6.97265625,-6.76171875,-6.94140625,-6.578125
3,-7.8828125,-6.4765625,-6.5625,-6.3515625,-6.3515625,-7.16796875
4,-9.1875,-6.3359375,-7.2734375,-5.90234375,-6.18359375,-6.61328125
5,-10.1015625,-6.3828125,-6.55859375,-6.41015625,-6.22265625,-7.34765625
6,-7.7890625,-6.98828125,-7.15234375,-7.15234375,-7.15234375,-7.78515625
7,-8.5546875,-6.33203125,-6.1640625,-6.3203125,-5.6484375,-5.78125
8,-7.4765625,-7.30078125,-5.21875,-6.80859375,-6.26171875,-7.2421875
9,-7.6875,-7.15625,-5.5703125,-5.3125,-4.9921875,-6.1640625
10,-7.828125,-6.83203125,-6.66796875,-6.53515625,-6.78515625,-7.37890625
11,-7.8359375,-6.65625,-5.88671875,-6.51953125,-7.609375,-7.36328125
12,-9.359375,-6.77734375,-6.390625,-8.1875,-7.69140625,-8.1640625
13,-7.390625,-7.18359375,-6.83203125,-6.421875,-6.421875,-7.4765625
14,-7.76953125,-7.1171875,-6.92578125,-7.0078125,-6.671875,-7.4375
15,-8.375,-6.37890625,-6.16796875,-5.8984375,-5.80078125,-6.265625
16,-7.64453125,-7.25390625,-6.296875,-7.640625,-8.0546875,-6.23046875
17,-8.1640625,-6.8828125,-5.921875,-7.0625,-7.81640625,-7.26171875
18,-8.1484375,-7.2265625,-6.140625,-6.44921875,-6.44921875,-7.8203125
19,-9.125,-6.6484375,-6.91015625,-6.91015625,-6.91015625,-8.6171875
