,agent0_kangaroo,agent1_kangaroo,agent2_kangaroo,agent3_kangaroo,agent4_kangaroo,agent5_kangaroo
0,-5.7890625,-11.296875,-11.0625,-11.859375,-12.125,-12.2890625
1,-8.6640625,-8.2578125,-11.828125,-11.4375,-11.390625,-10.1953125
2,-7.44140625,-7.54296875,-12.5703125,-12.2890625,-12.0703125,-12.1484375
3,-5.91796875,-11.5703125,-12.203125,-11.1015625,-11.2890625,-10.7890625
4,-5.65625,-11.84375,-12.2890625,-12.4921875,-12.3828125,-12.3203125
5,-5.93359375,-12.9453125,-11.5703125,-12.3671875,-12.40625,-12.5859375
6,-6.4921875,-7.5703125,-12.65625,-11.875,-11.53125,-12.59375
7,-6.1484375,-10.515625,-11.34375,-11.7890625,-11.203125,-11.734375
8,-7.0703125,-6.796875,-12.640625,-12.8515625,-12.3125,-12.5546875
9,-5.89453125,-9.0859375,-11.2265625,-11.5234375,-11.6328125,-11.9375
10,-7.04296875,-7.58203125,-8.5546875,-8.578125,-12.359375,-12.59375
11,-5.48828125,-11.859375,-13.6171875,-12.9765625,-12.8359375,-13.09375
12,-5.61328125,-7.94140625,-8.6640625,-10.9765625,-8.4375,-13.3671875
13,-7.26171875,-13.1171875,-13.7421875,-12.765625,-10.921875,-11.4453125
14,-6.8671875,-8.484375,-11.59375,-11.234375,-11.3828125,-11.8515625
15,-5.7890625,-6.015625,-12.7421875,-11.46875,-11.859375,-12.5390625
16,-5.53515625,-5.87109375,-12.3125,-12.671875,-11.71875,-12.6796875
17,-6.48828125,-10.1953125,-12.7421875,-12.2734375,-12.9453125,-12.828125
18,-5.8203125,-6.47265625,-10.515625,-12.7109375,-11.84375,-12.2421875
19,-5.9453125,-7.1875,-12.78125,-10.4453125,-12.2265625,-10.84375
