,agent0_orangutan,agent1_orangutan,agent2_orangutan,agent3_orangutan,agent4_orangutan,agent5_orangutan
0,-7.953125,-8.5859375,-8.90625,-8.8828125,-9.7734375,-9.3125
1,-7.89453125,-8.53125,-8.125,-9.1015625,-9.796875,-9.796875
2,-7.84765625,-9.4375,-7.49609375,-7.5078125,-7.42578125,-8.953125
3,-7.90625,-8.4140625,-9.0234375,-8.8046875,-9.453125,-10.0234375
4,-9.5625,-9.15625,-8.6953125,-9.53125,-10.4609375,-10.5625
5,-8.34375,-8.765625,-8.3046875,-8.5234375,-8.8125,-9.4765625
6,-8.2265625,-8.5234375,-7.796875,-7.85546875,-7.7734375,-9.6015625
7,-7.94140625,-8.2578125,-8.390625,-8.9609375,-7.89453125,-9.09375
8,-7.89453125,-10.1484375,-9.171875,-9.2734375,-8.9140625,-9.3984375
9,-8.15625,-7.65234375,-8.4765625,-8.8984375,-9.4609375,-9.9453125
10,-7.6796875,-9.2421875,-9.640625,-9.3515625,-8.640625,-9.6640625
11,-7.56640625,-8.5546875,-7.89453125,-8.2890625,-8.2890625,-9.7890625
12,-9.359375,-8.7578125,-7.9921875,-7.51953125,-7.85546875,-8.5078125
13,-7.921875,-8.7578125,-7.625,-7.7265625,-7.71484375,-8.03125
14,-8.34375,-9.34375,-8.40625,-8.9375,-9.28125,-9.6796875
15,-7.9765625,-9.125,-7.984375,-8.6015625,-8.375,-8.3203125
16,-7.74609375,-9.2734375,-10.234375,-8.2734375,-8.5625,-10.109375
17,-8.4921875,-9.8984375,-11.390625,-10.9375,-10.5703125,-10.1640625
18,-7.59375,-9.5390625,-9.4140625,-9.0390625,-9.3828125,-10.703125
19,-7.8046875,-8.6875,-8.234375,-7.921875,-7.60546875,-7.94921875
