,agent0_penguin,agent1_penguin,agent2_penguin,agent3_penguin,agent4_penguin,agent5_penguin
0,-7.3828125,-7.5234375,-6.96484375,-7.3515625,-6.73828125,-7.44921875
1,-8.9296875,-7.9609375,-8.515625,-8.0859375,-8.109375,-8.9765625
2,-8.3359375,-7.1640625,-7.4765625,-7.69140625,-7.96484375,-4.921875
3,-8.7421875,-8.7109375,-7.05078125,-8.5,-7.2265625,-7.17578125
4,-6.65234375,-7.28515625,-6.20703125,-5.7578125,-5.546875,-5.05078125
5,-5.12109375,-8.6171875,-7.921875,-7.79296875,-7.7734375,-6.78515625
6,-8.171875,-7.9453125,-8.7109375,-8.7421875,-9.1484375,-7.953125
7,-7.5234375,-7.0078125,-6.90234375,-6.8125,-6.96875,-5.91796875
8,-7.75,-7.73046875,-8.5390625,-7.90625,-8.5,-8.1484375
9,-10.0859375,-9.859375,-11.1875,-11.53125,-7.28515625,-6.75390625
10,-8.5390625,-7.25390625,-8.171875,-7.0,-7.01171875,-7.8828125
11,-7.484375,-9.4453125,-10.796875,-10.515625,-10.421875,-7.5625
12,-6.1015625,-8.96875,-8.359375,-8.4921875,-8.4453125,-7.828125
13,-4.33203125,-7.6015625,-6.76953125,-7.0625,-6.53125,-7.6953125
14,-8.2421875,-7.5625,-7.97265625,-7.29296875,-9.390625,-8.1484375
15,-6.66015625,-6.9609375,-8.21875,-7.81640625,-8.7421875,-8.8515625
16,-6.8125,-9.9609375,-8.765625,-9.984375,-9.9921875,-9.7265625
17,-6.75,-8.0546875,-7.609375,-8.5,-8.46875,-8.765625
18,-9.4921875,-7.8671875,-7.69921875,-9.046875,-7.9609375,-7.4375
19,-8.2109375,-7.296875,-7.578125,-8.0078125,-7.20703125,-8.0
