,agent0_koala,agent1_koala,agent2_koala,agent3_koala,agent4_koala,agent5_koala
1,-6.204271793365479,-10.613895416259766,-10.930290222167969,-11.100149154663086,-10.463132858276367,-11.75825309753418
3,-7.043187141418457,-10.483141899108888,-9.649776458740234,-11.060853958129885,-9.966933250427246,-11.434435844421388
8,-8.339057922363281,-7.158808708190918,-10.851536750793455,-11.267437934875488,-11.018957138061523,-12.130369186401367
15,-6.619698524475098,-10.296961784362791,-11.315648078918455,-11.231523513793944,-10.353314399719238,-10.804594993591309
2,-7.617671966552734,-10.157849311828612,-10.717270851135254,-10.530196189880373,-10.543943405151367,-10.758293151855469
14,-6.5069122314453125,-10.229214668273926,-10.600797653198242,-10.919599533081056,-10.01646614074707,-11.415082931518556
12,-7.351710319519043,-9.808846473693848,-10.4359130859375,-10.542131423950195,-10.759302139282228,-11.225211143493652
21,-8.069939613342285,-10.92693328857422,-10.263717651367188,-10.456252098083496,-10.460026741027832,-11.691875457763672
23,-8.846590042114258,-9.367599487304688,-11.209104537963867,-10.203313827514648,-10.481266021728516,-11.191143035888672
9,-6.890619277954102,-10.599357604980469,-11.056683540344238,-10.931252479553224,-10.80271339416504,-11.637218475341797
11,-6.752305030822754,-10.213403701782228,-9.585561752319336,-10.10739803314209,-9.967733383178713,-10.615463256835938
10,-8.054910659790039,-10.325265884399414,-10.229690551757812,-9.3919095993042,-9.268536567687988,-10.61711311340332
20,-6.487937927246094,-10.55256175994873,-10.382719993591309,-9.49330234527588,-9.121382713317873,-10.21243381500244
0,-7.096728324890137,-7.846738338470459,-9.486013412475586,-10.28182888031006,-9.75998878479004,-10.70497226715088
6,-6.849168300628662,-10.96885108947754,-11.271235466003418,-10.207183837890623,-10.538172721862791,-12.143074035644531
5,-8.147347450256348,-11.05992603302002,-10.754124641418455,-11.05055046081543,-11.714117050170898,-11.477279663085938
7,-6.652143955230713,-6.071824073791504,-6.499884128570557,-10.792057991027832,-10.442835807800291,-10.687932968139648
4,-7.354238510131836,-9.72725772857666,-10.301602363586426,-10.411335945129396,-10.220274925231934,-9.905759811401367
17,-7.17918872833252,-10.537322998046877,-11.23700714111328,-11.619365692138672,-11.763291358947754,-12.52907371520996
18,-7.397297382354736,-10.479392051696776,-10.817671775817873,-9.662025451660156,-10.10958480834961,-11.312995910644531
19,-6.8581624031066895,-10.246692657470703,-9.593880653381348,-9.376996040344238,-8.14721965789795,-8.470521926879883
16,-7.018948554992676,-10.470460891723633,-9.20915699005127,-9.056570053100586,-7.268550872802734,-8.38474178314209
13,-7.019243717193604,-9.736262321472168,-11.22338581085205,-11.404563903808594,-10.973969459533691,-11.822366714477539
