,agent0_koala,agent1_koala,agent2_koala,agent3_koala,agent4_koala,agent5_koala
0,-3.253962516784668,-6.765071392059326,-7.163042545318604,-7.172046184539795,-6.95404052734375,-7.807818412780762
1,-3.0935540199279785,-3.1907191276550293,-5.42791748046875,-6.364175319671631,-5.933722019195557,-7.703090667724609
2,-3.436668157577514,-3.2656726837158203,-4.1850762367248535,-4.025703430175781,-2.675475835800171,-3.819247484207153
3,-3.2979772090911865,-4.265047073364258,-3.638240575790405,-4.7094597816467285,-5.027918815612793,-6.149825096130371
5,-2.903386116027832,-5.109417915344238,-2.735197067260742,-3.0611159801483154,-4.67882251739502,-5.573123931884766
7,-2.403700351715088,-4.725505828857422,-5.660531520843506,-5.963235378265381,-7.041471481323242,-6.695499897003174
6,-3.238150358200073,-3.4718804359436035,-4.624682426452637,-6.915011405944824,-7.073629379272461,-6.865817070007324
8,-3.4199371337890625,-2.9072272777557373,-3.120589017868042,-5.5921783447265625,-6.599743366241455,-7.029509544372559
9,-2.0410752296447754,-3.711958646774292,-2.839119911193848,-3.598910331726074,-7.507660388946533,-7.199258804321289
10,-2.766116142272949,-3.731520175933838,-3.4700396060943604,-4.599118232727051,-6.7403669357299805,-7.173824787139893
11,-2.280667543411255,-4.242424011230469,-5.457642555236816,-5.405697822570801,-6.267391681671143,-5.554003715515137
13,-1.8770205974578853,-3.50959849357605,-5.175002574920654,-7.030521869659424,-7.570350646972656,-7.817625045776367
12,-2.9679055213928223,-3.2676284313201904,-2.702660083770752,-4.206785202026367,-6.641945838928223,-6.505821228027344
14,-2.730168342590332,-3.726036787033081,-4.081532001495361,-6.779856204986572,-5.751099586486816,-6.429349422454834
23,-2.8513169288635254,-3.296104431152344,-3.80612587928772,-3.166523694992065,-2.9101924896240234,-3.2697901725769043
16,-2.5159788131713867,-3.3258185386657715,-5.348673343658447,-6.515713691711426,-5.978403568267822,-6.081647872924805
17,-2.664722442626953,-2.537750244140625,-3.231329202651977,-3.191814661026001,-3.547752857208252,-3.3240466117858887
18,-4.68942928314209,-2.906394720077514,-3.6029868125915527,-5.849816799163818,-7.725747108459473,-7.546243190765381
19,-2.411575555801392,-2.951513290405273,-3.424678087234497,-7.142674446105957,-7.413565158843994,-7.192220211029053
4,-2.885464191436768,-3.083343982696533,-3.5354702472686768,-4.334413051605225,-4.550265789031982,-5.637813568115234
22,-4.086008071899414,-4.452992916107178,-5.806078910827637,-6.41424036026001,-7.247616767883301,-8.906161308288574
21,-6.75345516204834,-4.291037082672119,-3.4851608276367188,-4.02528190612793,-2.283580780029297,-4.149435043334961
15,-2.2841079235076904,-2.407907009124756,-6.52569580078125,-6.98272705078125,-6.541806221008301,-7.026862144470215
20,-3.3552064895629883,-2.956469774246216,-3.9252519607543945,-6.884677410125732,-6.254047870635986,-6.662773609161377
