,agent0_giraffe,agent1_giraffe,agent2_giraffe,agent3_giraffe,agent4_giraffe,agent5_giraffe
0,-2.69140625,-9.25,-10.5546875,-8.984375,-9.4453125,-9.4453125
1,-3.4765625,-3.76953125,-10.3359375,-10.1796875,-10.1796875,-10.140625
2,-4.6875,-4.7734375,-9.734375,-8.578125,-9.046875,-9.7109375
3,-3.181640625,-5.73046875,-9.2578125,-8.5,-9.09375,-9.2578125
4,-3.314453125,-4.15625,-6.82421875,-6.30859375,-10.0703125,-9.84375
5,-3.291015625,-4.16015625,-7.2421875,-8.40625,-8.921875,-9.796875
6,-3.548828125,-5.640625,-10.03125,-9.828125,-10.2265625,-10.625
7,-3.654296875,-6.69921875,-9.3828125,-9.203125,-9.890625,-9.296875
8,-4.9140625,-5.40625,-10.640625,-9.46875,-9.9765625,-9.2265625
9,-3.255859375,-4.40234375,-9.5546875,-9.5703125,-8.5625,-9.5390625
10,-3.365234375,-5.828125,-4.38671875,-9.015625,-9.8359375,-9.96875
11,-4.05078125,-3.994140625,-10.2421875,-9.90625,-10.1171875,-9.9609375
12,-2.935546875,-9.3125,-9.890625,-9.9921875,-9.9921875,-10.375
13,-3.271484375,-6.5078125,-5.6875,-9.59375,-9.5078125,-9.9765625
14,-3.28515625,-10.4296875,-10.265625,-11.0859375,-11.296875,-11.109375
15,-2.48828125,-8.3203125,-8.9921875,-9.25,-9.3046875,-8.5
16,-3.43359375,-3.869140625,-9.59375,-9.7421875,-9.328125,-10.03125
17,-3.94921875,-6.23046875,-9.390625,-9.875,-9.875,-10.53125
18,-4.1171875,-6.83984375,-9.7890625,-9.09375,-9.3828125,-9.953125
19,-3.2421875,-10.4140625,-9.625,-9.625,-8.625,-9.703125
