,agent0_elephant,agent1_elephant,agent2_elephant,agent3_elephant,agent4_elephant,agent5_elephant
0,-4.681445121765137,-6.65911340713501,-5.655073165893555,-5.119796752929688,-5.149866580963135,-5.475837230682373
1,-2.527127981185913,-6.611516952514648,-6.087038516998291,-5.1716718673706055,-5.09532356262207,-5.755664348602295
2,-2.687544584274292,-1.6767206192016602,-5.479475021362305,-4.811176776885986,-4.824345588684082,-4.803093910217285
4,-1.903642177581787,-4.295292854309082,-5.080826282501221,-6.914228916168213,-6.472129821777344,-6.679548263549805
3,-3.099045515060425,-6.250064849853516,-5.930089950561523,-5.865753173828125,-5.641161918640137,-6.354316711425781
5,-2.903159618377685,-6.155610084533691,-5.841362476348877,-5.673049449920654,-5.41363525390625,-5.971833229064941
7,-2.663316011428833,-4.036607265472412,-5.557482719421387,-5.051502704620361,-5.2245378494262695,-5.31215763092041
6,-3.7429394721984863,-6.528196811676025,-6.976686000823975,-6.254958152770996,-6.254958152770996,-6.719120502471924
8,-3.4651732444763184,-6.6164069175720215,-6.733582973480225,-7.297895431518555,-6.674552440643311,-7.284859657287598
15,-2.675713300704956,-6.735138416290283,-6.203110218048096,-5.623623847961426,-5.489076137542725,-6.30393648147583
9,-3.597320079803467,-3.1045165061950684,-6.400554656982422,-6.210188388824463,-6.136275768280029,-6.035818576812744
14,-2.159371852874756,-3.94737696647644,-5.282867431640625,-5.639007568359375,-5.560896396636963,-5.476749420166016
10,-3.599650859832764,-6.051773548126221,-6.498908042907715,-6.455753326416016,-6.814056396484375,-7.119394302368164
12,-3.911590576171875,-5.938421249389648,-6.710078716278076,-8.538758277893066,-7.344493389129639,-7.0805487632751465
11,-2.7121853828430176,-7.382682800292969,-6.671143054962158,-6.767728805541992,-6.605747699737549,-6.709089279174805
13,-3.755523681640625,-8.03847885131836,-6.35023307800293,-6.395705699920654,-6.476009845733643,-6.736120700836182
16,-2.724792242050171,-6.509906768798828,-5.2067084312438965,-5.171993732452393,-5.791171073913574,-6.973498344421387
17,-3.3450586795806885,-2.1333932876586914,-4.774219512939453,-4.394344806671143,-4.5724287033081055,-5.056870460510254
18,-3.2195277214050293,-6.813937664031982,-5.953848838806152,-5.811301708221436,-5.830380916595459,-6.555922031402588
19,-4.076259136199951,-7.4140191078186035,-6.86802864074707,-6.217851161956787,-6.49200439453125,-5.858149528503418
