,agent0_koala,agent1_koala,agent2_koala,agent3_koala,agent4_koala,agent5_koala
0,-8.7890625,-10.7734375,-9.8125,-12.03125,-10.5703125,-11.90625
1,-8.1328125,-11.0,-11.0,-12.40625,-11.9609375,-10.765625
2,-8.546875,-11.9296875,-9.6015625,-8.6953125,-12.578125,-12.2890625
3,-8.6015625,-10.2578125,-10.515625,-11.4765625,-12.09375,-13.2890625
4,-9.28125,-11.1875,-11.2734375,-11.3125,-10.7109375,-13.75
5,-8.265625,-11.5390625,-8.328125,-8.78125,-9.203125,-8.203125
6,-9.5546875,-13.2421875,-11.8984375,-13.296875,-11.5390625,-10.703125
7,-8.5625,-10.75,-13.3828125,-12.90625,-13.65625,-13.8203125
8,-8.2734375,-10.8125,-11.453125,-11.9140625,-10.1328125,-8.75
9,-8.609375,-11.5078125,-11.25,-12.6953125,-12.7734375,-14.03125
10,-9.7109375,-8.8125,-9.9453125,-11.6875,-9.7421875,-12.0625
11,-8.9609375,-9.984375,-11.0625,-10.8515625,-11.90625,-12.7890625
12,-7.91796875,-9.2890625,-9.3984375,-9.171875,-10.0703125,-10.8671875
13,-8.4609375,-10.75,-13.0,-13.5078125,-13.65625,-13.0078125
14,-10.2109375,-11.625,-10.9140625,-12.9375,-12.0546875,-12.6875
15,-7.83203125,-8.6484375,-12.2265625,-11.6015625,-12.875,-13.421875
16,-8.6484375,-10.3515625,-13.2265625,-10.90625,-11.46875,-12.5
17,-8.1796875,-11.46875,-12.9140625,-12.2109375,-12.875,-12.3125
18,-8.875,-11.75,-10.8359375,-9.90625,-13.03125,-13.140625
19,-8.59375,-10.9453125,-9.171875,-9.171875,-9.171875,-12.3515625
