,agent0_panda,agent1_panda,agent2_panda,agent3_panda,agent4_panda,agent5_panda
0,0.1944444444444444,0.0833333333333333,0.0069444444444444,0.0208333333333333,0.0,0.1319444444444444
1,0.1805555555555555,0.3055555555555556,0.0138888888888888,0.0416666666666666,0.1180555555555555,0.1666666666666666
2,0.2986111111111111,0.3333333333333333,0.0833333333333333,0.1666666666666666,0.1111111111111111,0.0416666666666666
3,0.1527777777777778,0.1388888888888889,0.2222222222222222,0.0763888888888889,0.1458333333333333,0.1944444444444444
4,0.4236111111111111,0.3402777777777778,0.0625,0.0486111111111111,0.3263888888888889,0.0902777777777777
5,0.2847222222222222,0.5138888888888888,0.6666666666666666,0.2638888888888889,0.0694444444444444,0.0347222222222222
6,0.1319444444444444,0.0833333333333333,0.4097222222222222,0.0625,0.0,0.0277777777777777
7,0.2847222222222222,0.2569444444444444,0.0138888888888888,0.1319444444444444,0.0277777777777777,0.2916666666666667
8,0.1597222222222222,0.4791666666666667,0.4791666666666667,0.3263888888888889,0.2222222222222222,0.2013888888888889
9,0.1597222222222222,0.2916666666666667,0.2986111111111111,0.0555555555555555,0.0486111111111111,0.0
10,0.3194444444444444,0.4444444444444444,0.0763888888888889,0.2152777777777778,0.2986111111111111,0.5208333333333334
11,0.3541666666666667,0.1597222222222222,0.2916666666666667,0.1319444444444444,0.0069444444444444,0.0
12,0.3194444444444444,0.5069444444444444,0.2083333333333333,0.0208333333333333,0.0416666666666666,0.3194444444444444
13,0.3472222222222222,0.25,0.2152777777777778,0.2916666666666667,0.2013888888888889,0.0972222222222222
14,0.1319444444444444,0.2013888888888889,0.2569444444444444,0.0347222222222222,0.0208333333333333,0.0902777777777777
15,0.1458333333333333,0.3055555555555556,0.1111111111111111,0.0833333333333333,0.2777777777777778,0.4027777777777778
16,0.3055555555555556,0.4305555555555556,0.2638888888888889,0.2083333333333333,0.2708333333333333,0.0833333333333333
17,0.1944444444444444,0.1319444444444444,0.0486111111111111,0.1041666666666666,0.1041666666666666,0.0208333333333333
18,0.1458333333333333,0.125,0.1666666666666666,0.0277777777777777,0.1041666666666666,0.0486111111111111
19,0.2083333333333333,0.2638888888888889,0.4097222222222222,0.0138888888888888,0.0625,0.027777777777777776
