,agent0_panda,agent1_panda,agent2_panda,agent3_panda,agent4_panda,agent5_panda,agent0_114,agent1_114,agent2_114,agent3_114,agent4_114,agent5_114
0,-2.3192555904388428,-5.783736705780029,-6.737218856811523,-6.8724284172058105,-6.8724284172058105,-6.96501350402832,-0.3195093274116516,-0.4336426258087158,-11.55891227722168,-6.336087226867676,-6.336087226867676,-12.223784446716309
2,-2.364069938659668,-2.719059467315674,-4.6353302001953125,-4.757258415222168,-6.236814498901367,-7.602797031402588,-0.235626071691513,-0.4071124196052551,-0.275074690580368,-0.064592108130455,-7.129856109619141,-11.80571174621582
3,-2.3550596237182617,-4.083773136138916,-4.496030330657959,-5.026741027832031,-4.344661712646484,-4.75329065322876,-0.0250059738755226,-0.1416399031877517,-0.0161799248307943,-0.4548887908458709,-0.3055076599121094,-0.1485575735569
5,-2.3925976753234863,-4.654085636138916,-2.8295769691467285,-3.961284637451172,-6.074131488800049,-4.724414348602295,-0.3382183909416199,-0.4536409080028534,-0.056390605866909,-0.970260202884674,-14.655078887939451,-31.261625289916992
7,-2.814817428588867,-5.205010414123535,-6.321028709411621,-6.5475616455078125,-7.644400596618652,-7.934941291809082,-0.6301215887069702,-0.20158451795578,-10.777195930480955,-28.30918312072754,-31.65985679626465,-33.24607467651367
8,-2.818972110748291,-4.1059675216674805,-3.6695902347564697,-3.2327842712402344,-4.828340530395508,-6.065035343170166,-0.5114997029304504,-0.1773546934127807,-0.1354130357503891,-0.8663530349731445,-3.4010250568389893,-1.3634825944900513
16,-2.223572969436645,-5.074235439300537,-4.568698406219482,-6.299696445465088,-5.473624229431152,-6.309123516082764,-0.4337648749351501,-0.7633833289146423,-0.3865428864955902,-1.6053584814071655,-0.2485967129468917,-6.915849208831787
1,-2.302713394165039,-5.156622409820557,-5.8587188720703125,-6.027711868286133,-6.560383319854736,-5.766634941101074,-0.4524489641189575,-2.846534490585327,-2.840850830078125,-27.23788452148437,-24.76348876953125,-24.10895729064941
10,-2.722877025604248,-3.7262349128723145,-4.804461479187012,-4.117589473724365,-4.8952813148498535,-4.651686191558838,-0.7794640064239502,-0.0696753785014152,-0.0807878673076629,-0.0317049734294414,-0.0242905896157026,-2.598567247390747
9,-2.376678943634033,-5.497693061828613,-5.038555145263672,-5.803475856781006,-5.636772155761719,-5.884146213531494,-0.9334688782691956,-0.3492602109909057,-0.3879462480545044,-7.594720363616943,-30.03894424438477,-28.275983810424805
17,-2.361092567443848,-4.467679500579834,-5.062734127044678,-6.01463794708252,-4.936971187591553,-5.701915264129639,-0.303014725446701,-0.4108591079711914,-0.7154093980789185,-0.0166947171092033,-0.3725394308567047,-6.238055229187012
11,-2.44053316116333,-4.61478328704834,-6.55968189239502,-6.293713092803955,-6.86122989654541,-7.20979118347168,-1.0851867198944092,-0.5763958692550659,-8.391134262084961,-18.391876220703125,-20.44268798828125,-22.557422637939453
18,-2.5765504837036133,-3.972581386566162,-4.231070041656494,-4.674312114715576,-4.908024787902832,-5.161114692687988,-0.6345481872558594,-0.0603481978178024,-0.7286190390586853,-0.116460770368576,-3.091782569885254,-0.2123354077339172
19,-3.1510863304138184,-4.870098114013672,-5.377468585968018,-5.817880630493164,-5.78852653503418,-6.167952060699463,-0.976936936378479,-0.2056778222322464,-0.119937464594841,-3.354405641555786,-3.138036727905273,-18.393142700195312
4,-2.333966016769409,-5.657879829406738,-6.41388463973999,-6.914168357849121,-6.722286224365234,-6.783528804779053,-0.9908558130264282,-0.5454844236373901,-10.125577926635742,-3.007972478866577,-33.2822265625,-33.43397521972656
12,-2.695432186126709,-4.809101581573486,-4.680350303649902,-5.405876159667969,-5.992830276489258,-5.662349224090576,-1.2775201797485352,-0.9894642233848572,-5.408668518066406,-4.260812759399414,-5.621450901031494,-10.6983642578125
13,-2.514997959136963,-5.586459636688232,-5.057522296905518,-5.558289527893066,-4.929284572601318,-6.26530647277832,-0.469479501247406,-0.2682924568653106,-0.085515908896923,-0.3361187577247619,-0.1090824156999588,-19.325538635253903
6,-2.2283716201782227,-4.961759567260742,-4.592892169952393,-6.268949031829834,-6.494845390319824,-7.238572597503662,-1.68361234664917,-0.986176609992981,-0.7532926201820374,-14.211795806884766,-10.189565658569336,-16.335102081298828
14,-3.149693250656128,-6.008973121643066,-6.005094528198242,-6.869402885437012,-6.881221294403076,-6.228816986083984,-0.7727158665657043,-0.1983918398618698,-9.873607635498049,-10.88888168334961,-11.494919776916504,-16.113567352294922
15,-2.0727829933166504,-5.304548263549805,-5.374505519866943,-5.696836948394775,-5.6365065574646,-6.179869651794434,-0.01813755184412,-0.854390025138855,-0.4004259407520294,-0.0644784197211265,-7.629780769348144,-13.933507919311523
