,agent0_panda,agent1_panda,agent2_panda,agent3_panda,agent4_panda,agent5_panda
0,-2.914009094238281,-5.95177173614502,-6.898288726806641,-6.720006942749023,-6.572758674621582,-6.96501350402832
1,-2.856819868087769,-5.68455171585083,-6.161659717559815,-5.50799560546875,-6.569138526916504,-5.766634941101074
2,-3.229804277420044,-3.412379503250122,-4.393082618713379,-4.863240718841553,-5.825396060943604,-7.602797031402588
3,-2.6311538219451904,-4.265623569488525,-4.457141399383545,-5.338251113891602,-3.816192150115967,-4.75329065322876
5,-3.347747325897217,-4.554303646087647,-3.2459585666656494,-3.83577823638916,-5.9836015701293945,-4.724414348602295
7,-3.644987106323242,-5.351165771484375,-6.489565372467041,-6.950987815856934,-7.856002330780029,-7.934941291809082
6,-3.525092601776123,-5.716407775878906,-5.8814544677734375,-6.738553524017334,-6.980782985687256,-7.238572597503662
8,-1.6074001789093018,-4.024130344390869,-3.542447805404663,-2.666390419006348,-4.519682884216309,-6.065035343170166
9,-2.8369357585906982,-5.214416027069092,-4.937176704406738,-6.0693769454956055,-6.123016357421875,-5.884146213531494
10,-3.052719831466675,-3.9635844230651855,-4.025512218475342,-4.756412982940674,-5.542335510253906,-4.651686191558838
11,-2.843945503234864,-4.735813140869141,-5.850842952728272,-6.011685371398926,-6.403730392456055,-7.20979118347168
13,-1.8394300937652588,-5.102932453155518,-4.632925987243652,-5.386768817901611,-4.465343952178955,-6.26530647277832
12,-3.0712618827819824,-4.391536712646484,-4.348094463348389,-4.845030784606934,-6.118098735809326,-5.662349224090576
14,-3.5976219177246094,-5.541255950927734,-6.03852128982544,-6.4713053703308105,-6.516785621643066,-6.228816986083984
23,-3.70017147064209,-5.057958602905273,-5.444578170776367,-5.84625244140625,-6.168539524078369,-6.26978063583374
16,-2.8415896892547607,-5.156620502471924,-4.708163261413574,-6.2514262199401855,-5.649512767791748,-6.309123516082764
17,-2.3041021823883057,-4.3961334228515625,-4.378913879394531,-5.425223350524902,-4.911956310272217,-5.701915264129639
18,-3.4856958389282227,-3.348578691482544,-4.447298526763916,-5.104004859924316,-5.409171104431152,-5.161114692687988
19,-2.371877193450928,-4.891172409057617,-6.187273025512695,-5.838558197021484,-6.3273773193359375,-6.167952060699463
4,-2.863224744796753,-6.350748062133789,-7.096662521362305,-7.334963321685791,-7.378836631774902,-6.783528804779053
22,-3.009298801422119,-3.669788122177124,-6.165594577789307,-6.78909158706665,-6.6673502922058105,-7.594073295593262
21,-3.2640221118927,-3.695714473724365,-2.5076136589050293,-3.4352898597717285,-5.818009853363037,-5.361370086669922
15,-3.486257076263428,-5.075852394104004,-5.8174824714660645,-5.459297180175781,-6.016520977020264,-6.179869651794434
20,-3.4616012573242188,-4.676538944244385,-5.487696170806885,-6.34372091293335,-6.242034435272217,-6.876107215881348
