,agent0_kangaroo,agent1_kangaroo,agent2_kangaroo,agent3_kangaroo,agent4_kangaroo,agent5_kangaroo
0,-1.2216824293136597,-2.59088397026062,-5.007061004638672,-7.1930365562438965,-7.650142192840576,-6.938732147216797
1,-0.3699356317520141,-2.5026988983154297,-2.1458539962768555,-2.563777446746826,-6.314810276031494,-5.972641468048096
2,-0.9143198132514954,-4.274491310119629,-3.4687304496765137,-6.141689777374268,-6.319018840789795,-6.345180511474609
3,-0.6371979117393494,-4.083117485046387,-6.502771377563477,-7.193657398223877,-7.776525974273682,-7.108114242553711
5,-0.8457744717597961,-2.1119165420532227,-2.626352310180664,-4.0591139793396,-3.0658974647521973,-5.376376628875732
7,-0.6806191802024841,-1.792857050895691,-7.096969604492188,-7.406422138214111,-6.140619277954102,-6.015341281890869
6,-0.910448431968689,-2.995346546173096,-7.907720565795898,-6.216128826141357,-5.662802696228027,-5.955704689025879
8,-1.2245092391967771,-2.929603576660156,-6.9113383293151855,-7.705085277557373,-7.703599452972412,-7.367306232452393
9,-0.8396142721176147,-6.434188365936279,-7.458251476287842,-7.2733283042907715,-7.564395904541016,-7.046993732452393
10,-0.7377336025238037,-1.5183603763580322,-2.674363136291504,-6.132335662841797,-5.537236213684082,-7.17784595489502
11,-1.5896505117416382,-2.691199779510498,-2.248993396759033,-7.394957542419434,-7.263161659240723,-6.77077579498291
13,-0.8686066269874573,-2.1870574951171875,-3.845785140991211,-3.779020071029663,-5.25602388381958,-3.300965547561645
12,-1.3496577739715576,-1.8595257997512813,-3.435985803604126,-6.699117660522461,-6.995379447937012,-7.836112022399902
14,-1.6559175252914429,-5.020011901855469,-4.329110622406006,-7.846837520599365,-8.112678527832031,-7.213684558868408
23,-0.6190828680992126,-1.6554841995239258,-3.111056327819824,-2.4965860843658447,-2.4319891929626465,-2.5141677856445312
16,-0.8360806703567505,-3.330552339553833,-7.23845100402832,-7.204471588134766,-7.332568168640137,-7.620095252990723
17,-0.7593079209327698,-2.650761604309082,-7.202755451202393,-5.970667839050293,-6.665972232818604,-7.393535614013672
18,-1.4945160150527954,-2.289010763168335,-6.914767742156982,-7.8604254722595215,-7.8720479011535645,-7.816809177398682
19,-0.9299988746643066,-5.077751159667969,-6.318469524383545,-6.8007683753967285,-6.642764568328857,-6.948971748352051
4,-0.5127416253089905,-1.2829779386520386,-3.31277084350586,-5.935570240020752,-6.7192792892456055,-6.839824199676514
22,-0.5782931447029114,-5.018444538116455,-7.280915260314941,-7.176670551300049,-7.618957996368408,-7.033551692962647
21,-1.2936208248138428,-3.024681568145752,-2.118285179138184,-1.292029857635498,-2.982518434524536,-3.556875705718994
15,-1.0169061422348022,-2.3378381729125977,-2.8610763549804688,-3.1913399696350098,-3.672224521636963,-3.1471729278564453
20,-1.315637707710266,-0.5756057500839233,-2.1046338081359863,-7.534653663635254,-7.983575344085693,-8.10866928100586
