,agent0_giraffe,agent1_giraffe,agent2_giraffe,agent3_giraffe,agent4_giraffe,agent5_giraffe
0,-1.6712204217910769,-1.411575198173523,-1.2144179344177246,-1.3434010744094849,-5.200089931488037,-5.190765380859375
1,-1.4576551914215088,-3.3361976146698,-3.524528980255127,-3.0219643115997314,-3.0131995677948,-3.234081983566284
2,-1.2108699083328247,-2.2589046955108643,-1.7870972156524658,-5.210816383361816,-4.839193820953369,-4.662553787231445
3,-2.367933988571167,-2.5248117446899414,-3.3343210220336914,-3.74531364440918,-3.8943021297454834,-4.775588512420654
5,-1.941355586051941,-2.1310741901397705,-2.367246389389038,-3.9652915000915527,-3.9102160930633545,-3.1962320804595947
7,-1.6526561975479126,-1.6458001136779783,-1.7910534143447876,-1.335294485092163,-2.071461200714112,-4.602930545806885
6,-1.3850758075714111,-2.7527880668640137,-2.6886043548583984,-2.1720967292785645,-2.4754743576049805,-2.7521872520446777
8,-1.3712645769119265,-3.203345537185669,-3.551352024078369,-3.534901857376098,-3.563760757446289,-4.091772556304932
9,-2.291598558425904,-1.874300122261048,-3.815867424011232,-4.5096282958984375,-3.815311908721924,-4.331338405609131
10,-2.13124942779541,-3.325408935546875,-3.9351260662078857,-5.494283676147461,-5.8209333419799805,-4.891514778137207
11,-0.7664088010787964,-0.7386512756347656,-0.5868446826934814,-2.1474194526672363,-4.32858419418335,-4.495779037475586
13,-1.854253053665161,-1.7891908884048462,-1.0979304313659668,-1.843841552734375,-3.171595573425293,-3.511204481124878
12,-1.2806940078735352,-0.381110280752182,-0.3794236481189728,-3.0220062732696533,-5.158071041107178,-4.454317092895508
14,-1.5875394344329834,-1.804997444152832,-1.5769174098968506,-2.0626673698425293,-4.371894359588623,-3.967695236206055
23,-0.9216108322143556,-0.8307852149009705,-1.6038256883621216,-2.696134328842163,-3.3536388874053955,-3.979212522506714
16,-0.8243871331214905,-0.6426588892936707,-2.168448209762573,-3.645107746124268,-4.298854827880859,-3.847738742828369
17,-1.127779245376587,-1.603216290473938,-2.332338333129883,-3.591592073440552,-3.914811372756958,-3.9234015941619873
18,-2.245557308197021,-0.5096713304519653,-0.6740015745162964,-1.3566879034042358,-4.217904567718506,-3.69253921508789
19,-2.6410818099975586,-1.225441813468933,-0.5891599655151367,-1.74507737159729,-3.2369542121887207,-2.316633462905884
4,-1.2309613227844238,-0.4021053314208984,-1.9442663192749023,-3.9492299556732178,-4.754058837890625,-4.432190895080566
22,-0.7808645367622375,-1.206266164779663,-2.229372024536133,-2.455460786819458,-3.0237035751342773,-1.3622757196426392
21,-1.869817495346069,-1.6514265537261963,-3.470893859863281,-3.6680166721344,-3.206160068511963,-4.553719997406006
15,-1.0034385919570925,-1.52427875995636,-1.946745753288269,-2.024033308029175,-3.7665863037109375,-3.285766839981079
20,-1.0937182903289795,-2.7516214847564697,-1.358100414276123,-4.014583110809326,-4.440120220184326,-4.646223545074463
