,agent0_giraffe,agent1_giraffe,agent2_giraffe,agent3_giraffe,agent4_giraffe,agent5_giraffe,agent0_794,agent1_794,agent2_794,agent3_794,agent4_794,agent5_794
0,-1.456344723701477,-2.0919029712677,-1.1617631912231443,-1.9299033880233765,-4.33791446685791,-5.190765380859375,-1.2344114780426023,-0.3764739632606506,-0.0023713582195341,-1.2790424823760986,-7.384683132171631,-33.064876556396484
2,-0.998871684074402,-2.729069948196411,-1.3756778240203855,-5.231956005096436,-4.985502243041992,-4.662553787231445,-0.6877973079681396,-0.3168804049491882,-0.0731046795845031,-6.464032173156738,-8.450143814086914,-7.129714488983154
4,-0.8079637885093689,-0.638851523399353,-2.0084593296051025,-3.578014612197876,-5.0079426765441895,-4.432190895080566,-0.0918351784348487,-0.0025263729039579,-0.0224653724581003,-0.3321331143379211,-0.3370144367218017,-15.03526782989502
6,-1.0438923835754397,-2.56835675239563,-2.408085346221924,-1.7787754535675049,-2.3249728679656982,-2.7521872520446777,-0.0094612073153257,-0.2209672033786773,-0.5997185111045837,-2.4033358097076416,-0.3646620512008667,-0.491997092962265
5,-1.368647217750549,-1.6190612316131592,-2.1152877807617188,-4.864035606384277,-3.948525667190552,-3.1962320804595947,-0.0934330597519874,-0.4025317728519439,-2.9711389541625977,-9.431303024291992,-30.75234031677246,-33.527915954589844
1,-1.253248691558838,-2.628770589828491,-2.8324732780456543,-2.7764899730682373,-2.776895761489868,-3.234081983566284,-0.4707639813423157,-9.76713752746582,-7.0588812828063965,-7.42464017868042,-7.341542720794678,-12.740875244140623
3,-0.7556511163711548,-2.547100067138672,-3.1378049850463867,-3.568645000457764,-4.645940780639648,-4.775588512420654,-0.0500910393893718,-0.0450970157980918,-0.1055925861001014,-0.1319788545370102,-0.3574583530426025,-6.764225959777832
7,-0.9765543341636658,-1.3734723329544067,-1.3760008811950684,-1.061207890510559,-1.759310603141785,-4.602930545806885,-1.1470141410827637,-0.1785998791456222,-0.4465482234954834,-0.1985474824905395,-0.097951665520668,-12.113607406616213
8,-1.1665842533111572,-3.739610433578491,-3.9777369499206543,-2.8349356651306152,-2.509270191192627,-4.091772556304932,-1.4989322423934937,-1.01964008808136,-1.5597158670425415,-0.7523349523544312,-4.644083499908447,-11.185508728027344
10,-1.84114158153534,-3.193265914916992,-3.719882249832153,-5.705763339996338,-6.159275531768799,-4.891514778137207,-0.703824520111084,-0.1437647044658661,-0.3191792964935303,-6.254364967346191,-4.896825790405273,-6.929084777832031
12,-1.1756411790847778,-0.3256447613239288,-0.5542575120925903,-2.5074169635772705,-4.532400131225586,-4.454317092895508,,,,,,
14,-1.3544689416885376,-2.4379265308380127,-1.6111741065979004,-1.9502941370010376,-3.5451197624206543,-3.967695236206055,,,,,,
13,-1.299096703529358,-3.410085201263428,-1.9866929054260247,-1.5407458543777466,-2.975192785263061,-3.511204481124878,-0.3943911492824554,-0.4806637465953827,-0.0769821032881736,-0.6077148914337158,-5.19366979598999,-15.23552703857422
11,-1.271305799484253,-1.6693426370620728,-0.9972816705703736,-3.2214598655700684,-4.743044853210449,-4.495779037475586,-1.4349074363708496,-0.9042656421661376,-0.0525797791779041,-6.404770851135254,-5.65022611618042,-31.782325744628903
18,-1.8313212394714355,-1.0002326965332031,-0.9750386476516724,-1.0349891185760498,-3.876520872116089,-3.69253921508789,-0.8216589093208313,-0.0492931269109249,-0.0390811190009117,-0.617324948310852,-2.666956663131714,-4.344204425811768
9,-1.6406782865524292,-2.476694345474243,-2.682887077331543,-4.322384357452393,-4.052194118499756,-4.331338405609131,-1.2023942470550537,-0.698599100112915,-3.465366840362549,-17.316999435424805,-30.09754180908203,-33.198341369628906
15,-1.0103094577789309,-1.6005409955978394,-3.196436643600464,-3.661623239517212,-3.6584396362304688,-3.285766839981079,,,,,,
16,-0.7628921866416931,-0.9082224369049072,-2.320688247680664,-3.081105232238769,-4.414831161499023,-3.847738742828369,-0.321693480014801,-0.0518614947795867,-0.7621557116508484,-2.7217941284179688,-10.496318817138672,-12.749756813049316
19,-0.9688432812690736,-1.2864817380905151,-0.9975156784057616,-1.2749807834625244,-3.078840970993042,-2.316633462905884,-0.7102412581443787,-0.1461017429828643,-0.2811033725738525,-3.922969341278076,-4.303446292877197,-5.624589443206787
17,-0.8595556020736694,-1.2379498481750488,-1.0448508262634275,-2.421492338180542,-3.8325815200805664,-3.9234015941619873,-0.3469413518905639,-0.2010083794593811,-0.6324453353881836,-1.4327915906906128,-6.89573335647583,-10.204318046569824
