,agent0_orangutan,agent1_orangutan,agent2_orangutan,agent3_orangutan,agent4_orangutan,agent5_orangutan
0,-9.03125,-10.2421875,-10.328125,-9.96875,-9.25,-9.828125
1,-9.90625,-9.703125,-9.6015625,-9.828125,-9.9140625,-10.5625
2,-9.3515625,-9.1484375,-11.2421875,-9.9296875,-10.0703125,-8.7890625
3,-8.3515625,-9.7265625,-9.2890625,-8.4921875,-8.4765625,-9.0078125
4,-10.1875,-9.40625,-9.4921875,-9.421875,-9.578125,-9.9765625
5,-8.6640625,-10.359375,-9.0078125,-9.3515625,-9.1953125,-10.0
6,-9.359375,-10.3515625,-9.2734375,-9.3046875,-9.875,-10.359375
7,-9.359375,-10.3359375,-10.2890625,-10.2734375,-10.2734375,-9.8984375
8,-9.265625,-11.078125,-14.53125,-8.1328125,-9.5546875,-9.21875
9,-11.0234375,-10.4765625,-10.453125,-10.8125,-10.796875,-8.9375
10,-10.09375,-10.5390625,-9.15625,-8.8671875,-9.40625,-9.546875
11,-10.5078125,-10.1875,-10.34375,-9.6484375,-10.8046875,-11.359375
12,-9.7421875,-10.1015625,-9.75,-10.390625,-10.59375,-10.1953125
13,-9.5234375,-10.734375,-10.1953125,-9.8828125,-9.0859375,-9.578125
14,-9.6015625,-9.3515625,-9.7734375,-9.90625,-9.875,-10.0
15,-10.9765625,-10.046875,-10.0703125,-9.9765625,-8.6015625,-9.09375
16,-9.0078125,-9.65625,-9.9921875,-9.2890625,-9.28125,-9.609375
17,-10.109375,-9.4296875,-8.03125,-7.65234375,-8.40625,-8.8046875
18,-8.1796875,-9.0703125,-9.203125,-8.734375,-8.125,-8.9140625
19,-9.9609375,-10.0234375,-9.625,-9.3671875,-9.703125,-9.2890625
