,agent0_orangutan,agent1_orangutan,agent2_orangutan,agent3_orangutan,agent4_orangutan,agent5_orangutan
1,-8.6359224319458,-9.46664810180664,-8.371748924255371,-8.142353057861328,-7.498432159423828,-7.783866882324219
3,-9.25080108642578,-8.938997268676758,-9.012567520141602,-8.888998031616211,-9.177715301513672,-8.96664047241211
8,-8.833470344543457,-9.44217586517334,-8.019874572753906,-9.209078788757324,-8.818242073059082,-9.0642671585083
2,-10.338458061218262,-11.226485252380373,-9.377249717712402,-8.607333183288574,-8.977211952209473,-9.134675979614258
14,-7.88930082321167,-7.17415189743042,-8.710467338562012,-8.390556335449219,-8.355359077453613,-8.878161430358887
12,-7.999114036560059,-7.633267879486084,-9.630271911621094,-9.305706977844238,-8.822952270507812,-8.712471008300781
21,-7.726955413818359,-8.45510482788086,-8.172131538391113,-8.657331466674805,-8.49748706817627,-8.532718658447266
23,-7.954075336456299,-8.807230949401855,-8.5412015914917,-8.20973014831543,-8.536285400390625,-8.551656723022461
9,-7.139988899230957,-7.15295934677124,-8.488996505737305,-7.850586891174316,-8.043750762939453,-8.001142501831055
0,-8.974359512329102,-9.019819259643556,-8.86241340637207,-8.288671493530273,-8.37295150756836,-8.741433143615723
10,-8.728473663330078,-8.230834007263184,-8.150108337402344,-8.3399019241333,-8.250713348388672,-8.289264678955078
17,-8.278311729431152,-6.341424465179443,-7.300465583801269,-7.3787078857421875,-7.235704898834228,-7.242023468017578
11,-6.856002807617188,-8.73672103881836,-8.141402244567871,-7.732046604156494,-7.095254898071289,-8.369210243225098
18,-8.750375747680664,-8.540647506713867,-8.846221923828125,-8.400518417358398,-7.988871097564697,-8.28065013885498
19,-9.005270004272461,-8.340925216674805,-8.699992179870605,-9.24260139465332,-9.155344009399414,-9.321233749389648
16,-8.4522066116333,-8.274024963378906,-8.477826118469238,-8.55093002319336,-8.417583465576172,-8.359204292297363
4,-7.357159614562988,-7.931762218475342,-8.31961727142334,-8.189271926879883,-7.851523399353027,-7.8540496826171875
20,-7.6057820320129395,-8.625604629516602,-8.586206436157227,-8.567922592163086,-8.294283866882324,-8.762337684631348
5,-7.890475273132324,-7.406026363372803,-8.31411075592041,-8.444440841674805,-8.521026611328125,-9.232942581176758
13,-7.545131683349609,-8.48017692565918,-8.303088188171387,-8.434459686279297,-8.286809921264648,-8.257548332214355
6,-7.755703926086426,-9.029060363769531,-8.816871643066406,-8.48151683807373,-7.659234523773193,-7.991082191467285
