,agent0_orangutan,agent1_orangutan,agent2_orangutan,agent3_orangutan,agent4_orangutan,agent5_orangutan
0,-8.812737464904785,-8.673458099365234,-8.923718452453613,-8.470853805541992,-8.195870399475098,-8.741433143615723
1,-8.646081924438477,-8.471076011657715,-8.301451683044434,-8.472867965698242,-7.60579776763916,-7.783866882324219
2,-8.792537689208984,-10.33317756652832,-9.216751098632812,-8.521438598632812,-8.791121482849121,-9.134675979614258
4,-7.473104953765869,-7.798166275024414,-7.891022682189941,-7.930935859680176,-7.877333164215088,-7.8540496826171875
3,-8.10763168334961,-8.048922538757324,-8.911468505859375,-9.08767795562744,-8.970002174377441,-8.96664047241211
5,-8.526994705200195,-5.923643589019775,-8.282873153686523,-7.665531635284424,-7.811980724334717,-9.232942581176758
7,-8.572942733764648,-7.5469560623168945,-7.850199699401855,-7.948685646057129,-8.280830383300781,-8.086726188659668
6,-8.194490432739258,-8.814292907714844,-8.85300350189209,-8.382902145385742,-7.775195121765137,-7.991082191467285
8,-8.528908729553223,-8.619441032409668,-7.5312724113464355,-9.150909423828123,-8.234971046447754,-9.0642671585083
15,-7.328332901000977,-8.697526931762695,-8.881834030151367,-8.869818687438965,-8.919427871704102,-9.082059860229492
9,-7.156344413757324,-6.542564392089844,-8.168742179870605,-7.650136470794678,-7.867275714874268,-8.001142501831055
14,-8.113039016723633,-6.894783973693848,-8.542908668518066,-8.101216316223145,-8.32799243927002,-8.878161430358887
10,-7.45375919342041,-7.365145683288574,-7.764421939849853,-8.129637718200684,-8.319454193115234,-8.289264678955078
12,-7.966051578521728,-6.809499263763428,-8.134594917297363,-9.399269104003906,-8.526787757873535,-8.712471008300781
11,-6.637040138244629,-8.347801208496094,-7.828714370727539,-7.763243675231934,-7.216224670410156,-8.369210243225098
13,-7.685007572174072,-8.7868070602417,-8.625428199768066,-8.571444511413574,-8.432846069335938,-8.257548332214355
16,-8.1621732711792,-7.905346393585205,-8.454047203063965,-8.63559341430664,-8.514613151550293,-8.359204292297363
17,-8.005860328674316,-6.0602126121521,-7.226922988891602,-7.252031803131103,-7.331188201904297,-7.242023468017578
18,-8.892006874084473,-8.319609642028809,-8.802530288696289,-8.452157974243164,-7.952046394348144,-8.28065013885498
19,-8.327059745788574,-7.50253438949585,-8.40722370147705,-8.757028579711914,-8.906717300415039,-9.321233749389648
