,agent0_panda,agent1_panda,agent2_panda,agent3_panda,agent4_panda,agent5_panda
0,-6.90234375,-6.4765625,-8.5390625,-10.5234375,-9.078125,-9.28125
1,-6.48828125,-7.359375,-9.65625,-9.5546875,-9.6640625,-9.6640625
2,-6.796875,-3.998046875,-5.2109375,-9.2734375,-8.640625,-10.21875
3,-5.8125,-6.8984375,-8.078125,-9.1875,-8.671875,-9.640625
4,-6.75,-9.3671875,-9.453125,-9.7890625,-8.796875,-10.359375
5,-5.79296875,-5.5703125,-9.1015625,-8.5390625,-9.0234375,-9.8046875
6,-6.10546875,-4.53125,-10.375,-9.671875,-8.8671875,-10.03125
7,-6.07421875,-6.0078125,-9.703125,-10.1796875,-8.90625,-8.03125
8,-6.296875,-5.98046875,-5.51171875,-9.78125,-10.109375,-11.3671875
9,-5.73046875,-7.52734375,-9.421875,-9.1015625,-7.34375,-10.0390625
10,-6.30078125,-5.8828125,-9.6953125,-9.6953125,-9.6953125,-10.96875
11,-5.83984375,-8.390625,-10.640625,-8.8671875,-8.9765625,-10.125
12,-7.26953125,-9.5078125,-10.0703125,-8.1484375,-6.515625,-9.375
13,-7.05859375,-6.8515625,-5.8828125,-7.92578125,-8.0546875,-8.0546875
14,-7.37109375,-9.671875,-8.375,-9.3984375,-9.28125,-9.9140625
15,-6.05078125,-6.0,-10.4765625,-9.15625,-8.53125,-9.953125
16,-5.76171875,-6.2265625,-10.5,-8.6796875,-9.0703125,-10.515625
17,-7.1484375,-10.0546875,-9.875,-10.109375,-8.5234375,-9.390625
18,-6.0703125,-4.5546875,-3.484375,-6.3671875,-7.40625,-6.26953125
19,-6.48046875,-9.7109375,-9.4921875,-8.421875,-9.6875,-9.8671875
