,agent0_dolphin,agent1_dolphin,agent2_dolphin,agent3_dolphin,agent4_dolphin,agent5_dolphin
0,-0.712390661239624,-0.152923122048378,-0.1246656998991966,-0.0907832384109497,-0.0789823904633522,-0.1011416837573051
1,-0.6416193246841431,-0.2888383567333221,-0.230284571647644,-0.1686186045408249,-0.224889725446701,-0.6628106832504272
2,-1.2072598934173584,-0.2507105469703674,-0.06257214397192,-0.0689467787742614,-0.1212369948625564,-0.2563172876834869
3,-0.7199819684028625,-0.0926431864500045,-0.1045648083090782,-0.0992037877440452,-0.0904540866613388,-0.1372962296009063
5,-0.6841850876808167,-0.1702948659658432,-0.6557068824768066,-0.8852810263633728,-0.2522144019603729,-0.3287758231163025
7,-1.098967671394348,-0.394857108592987,-0.1177115067839622,-0.160742238163948,-0.0936637595295906,-0.1532126069068908
6,-1.052482843399048,-0.0960438251495361,-0.2366435825824737,-0.1702715307474136,-0.1309733539819717,-0.1945486366748809
8,-0.7522943019866943,-0.2717680335044861,-0.070161297917366,-0.1112852469086647,-0.1501172631978988,-0.1510108560323715
9,-0.8945963382720947,-0.1462299823760986,-0.1497643887996673,-0.084511786699295,-0.0806771367788314,-0.1072134301066398
10,-1.2514057159423828,-0.1905172318220138,-0.3001980185508728,-0.1445425897836685,-0.0823956951498985,-0.1344253718852996
11,-0.7962880730628967,-0.4807753562927246,-0.4739912748336792,-0.0879282429814338,-0.0704124271869659,-0.1088276877999305
13,-1.1930294036865234,-0.2118388414382934,-0.1766291707754135,-0.1129293665289878,-0.0879281312227249,-0.0925995036959648
12,-0.6332281231880188,-0.1328106224536895,-0.1048395410180091,-0.0887288302183151,-0.0903835222125053,-0.0871893987059593
14,-0.5214046239852905,-0.287878155708313,-0.0461654365062713,-0.0674474388360977,-0.0567512698471546,-0.0899124965071678
23,-0.7222127914428711,-0.4841061234474182,-0.2007388621568679,-0.2415082603693008,-0.1936603337526321,-0.3467767834663391
16,-1.1298836469650269,-0.1650488674640655,-0.4493038058280945,-0.1849985271692276,-0.1260288506746292,-0.1230578571557998
17,-0.896147608757019,-0.1265161633491516,-0.2601534724235534,-0.0859335884451866,-0.0863658189773559,-0.1316226571798324
18,-0.9072847366333008,-0.1163466200232505,-0.2877193987369537,-0.2242165207862854,-0.0956012457609176,-0.0955583453178405
19,-0.9242563843727112,-0.1611780077219009,-0.087585374712944,-0.1131171733140945,-0.101704366505146,-0.1157916933298111
4,-0.63398677110672,-0.3460778892040252,-0.1170259565114975,-0.2500382661819458,-0.3451969623565674,-0.3309804499149322
22,-0.6800934076309204,-0.3356997072696686,-0.0937870666384697,-0.0771000385284423,-0.0755957514047622,-0.1648884564638137
21,-0.6888104677200317,-0.1452914923429489,-0.1128244772553443,-0.0920564606785774,-0.0896966233849525,-0.1312783509492874
15,-0.9847543239593506,-0.9631449580192566,-0.2911683320999145,-0.095670036971569,-0.0726339295506477,-0.1592251658439636
20,-1.0752131938934326,-0.6660036444664001,-0.1023378670215606,-0.0819763541221618,-0.0465994924306869,-0.1019679382443428
