,agent0_dolphin,agent1_dolphin,agent2_dolphin,agent3_dolphin,agent4_dolphin,agent5_dolphin,agent0_108,agent1_108,agent2_108,agent3_108,agent4_108,agent5_108
0,-0.718603253364563,-0.4497189521789551,-0.0860246047377586,-0.1038622334599495,-0.1038622334599495,-0.1011416837573051,-0.9799919128417968,-3.255298614501953,-10.21713924407959,-10.234230041503906,-10.234230041503906,-13.674222946166992
2,-0.7639756202697754,-0.3006335794925689,-0.1580876260995865,-0.1047132983803749,-0.1048522070050239,-0.2563172876834869,-0.2295886576175689,-0.3629283905029297,-3.63204836845398,-9.57226848602295,-9.74116039276123,-26.40304946899414
4,-0.7017859220504761,-0.394137978553772,-0.1026933640241622,-0.3205849230289459,-0.2779515087604522,-0.3309804499149322,-0.12075175344944,-0.5822873115539551,-10.34518051147461,-9.269801139831545,-8.753225326538086,-12.01913070678711
6,-0.8866547346115112,-0.1053250506520271,-0.1777609884738922,-0.1603417992591858,-0.1507615447044372,-0.1945486366748809,-0.0587894171476364,-1.2866923809051514,-0.3267404735088348,-9.612961769104004,-11.124844551086426,-13.488348960876465
5,-0.7505340576171875,-0.2932486236095428,-1.4662086963653564,-1.4248590469360352,-0.6305636763572693,-0.3287758231163025,-0.2304442971944809,-0.9408584237098694,-0.0804374665021896,-0.0795609280467033,-0.032514750957489,-0.1091829985380172
1,-0.4956374168395996,-0.3068917393684387,-0.2734075486660003,-0.4296257197856903,-0.4979695677757263,-0.6628106832504272,-0.2903803288936615,-3.962165355682373,-2.413397312164306,-7.747193336486816,-6.27312707901001,-6.496583938598633
3,-0.7820972204208374,-0.1681673228740692,-0.081354983150959,-0.097835436463356,-0.0943601951003074,-0.1372962296009063,-0.5051613450050354,-0.911602020263672,-11.893668174743652,-9.794386863708496,-9.703775405883787,-11.439214706420898
7,-0.8015824556350708,-0.2540710270404815,-0.131976768374443,-0.1734431236982345,-0.1072885021567344,-0.1532126069068908,-0.6739869117736816,-0.2253978550434112,-6.241286277770996,-7.080311298370361,-6.726408004760742,-8.280388832092285
8,-0.5949594378471375,-0.5771483182907104,-0.0974264144897461,-0.1296992301940918,-0.1411087065935135,-0.1510108560323715,-0.6819198727607727,-0.1438049674034118,-4.417893409729004,-6.342297077178955,-11.771821022033691,-14.154196739196776
10,-0.7835386991500854,-0.2008588165044784,-0.7555155158042908,-0.2109079360961914,-0.1940670758485794,-0.1344253718852996,-0.4560988843441009,-0.299697607755661,-0.1281172782182693,-2.257781744003296,-12.412542343139648,-10.81283950805664
12,-0.6088594198226929,-0.2196324467658996,-0.1018015965819358,-0.0944333001971244,-0.0944333001971244,-0.0871893987059593,-1.3491768836975098,-0.7508562803268433,-4.549165725708008,-6.400529384613037,-6.400529384613037,-7.596606731414795
14,-0.574070155620575,-0.3677337765693664,-0.0373739786446094,-0.0762952715158462,-0.0919738262891769,-0.0899124965071678,-0.9081355333328248,-0.2720427513122558,-7.753674507141113,-6.400538921356201,-11.005497932434082,-12.536176681518556
13,-0.5677080154418945,-0.4925761222839355,-0.2680245637893677,-0.0755445808172226,-0.1028141602873802,-0.0925995036959648,-0.525551438331604,-0.8565144538879395,-0.8961901664733887,-12.138340950012209,-10.856674194335938,-13.07155418395996
11,-0.6438040733337402,-0.9403562545776368,-0.3453769087791443,-0.0733801648020744,-0.0883280709385871,-0.1088276877999305,-0.402686059474945,-0.2757287919521332,-0.6922935247421265,-11.784626007080078,-12.49943733215332,-14.158843994140623
9,-0.5672198534011841,-0.1735468655824661,-0.2660896480083465,-0.0711907371878624,-0.0973637998104095,-0.1072134301066398,-0.3711478412151336,-1.5205461978912354,-0.2779731750488281,-11.412503242492676,-11.9729642868042,-13.416670799255373
15,-0.7206963896751404,-0.6569324135780334,-0.3582295477390289,-0.1357728987932205,-0.1162741407752037,-0.1592251658439636,-0.3571338057518005,-0.0627565756440162,-0.3262090384960174,-10.763148307800291,-10.88497257232666,-11.616342544555664
18,-0.6284838914871216,-0.1299153268337249,-0.1674798130989074,-0.186953455209732,-0.1169255301356315,-0.0955583453178405,-0.7779918909072876,-0.7387317419052124,-5.359286308288574,-2.661920547485352,-7.518168926239014,-8.785865783691406
16,-0.8910928964614868,-0.2362154871225357,-0.7140342593193054,-0.8908349871635437,-0.3688378036022186,-0.1230578571557998,-0.5995454788208008,-6.032426357269287,-0.2732897102832794,-0.899372935295105,-4.013354301452637,-9.614524841308594
19,-0.5587002635002136,-0.1255517154932022,-0.1069227457046508,-0.1522184014320373,-0.1277132332324981,-0.1157916933298111,-0.8591119050979614,-0.8840274214744568,-1.3277981281280518,-3.178518533706665,-9.500743865966797,-11.422293663024902
17,-0.5963632464408875,-0.1920226365327835,-0.276062935590744,-0.1545151621103286,-0.131012350320816,-0.1316226571798324,-0.260828286409378,-0.163471981883049,-0.2431368827819824,-3.8106653690338135,-10.471007347106934,-13.0330228805542
