,agent0_panda,agent1_panda,agent2_panda,agent3_panda,agent4_panda,agent5_panda
1,-6.731191635131836,-10.24231243133545,-9.524944305419922,-9.722949028015137,-9.686853408813477,-10.43013858795166
3,-8.21312141418457,-6.465778350830078,-10.325472831726074,-10.43702220916748,-9.967280387878418,-10.953060150146484
8,-6.3391523361206055,-6.701257705688477,-6.995368003845215,-7.257689476013184,-8.898621559143066,-9.446266174316406
15,-7.86074686050415,-10.266057968139648,-10.154461860656738,-10.296219825744627,-9.218045234680176,-10.260783195495604
2,-7.139743804931641,-7.278223514556885,-9.80503749847412,-9.236247062683104,-8.875405311584473,-9.720975875854492
14,-6.549535751342773,-9.242521286010742,-9.752304077148438,-9.599242210388184,-8.988884925842285,-9.318589210510254
12,-6.969723701477051,-10.194720268249512,-9.933452606201172,-10.462544441223145,-8.906848907470703,-9.679960250854492
21,-9.371883392333984,-7.113856792449951,-9.702988624572754,-9.710123062133787,-9.771428108215332,-10.58076286315918
23,-6.917001724243164,-10.08371353149414,-10.653003692626951,-10.362585067749023,-10.493449211120604,-11.06704044342041
9,-7.568981170654297,-6.8295745849609375,-9.8876314163208,-9.814109802246094,-9.133041381835938,-10.12662124633789
11,-6.683262825012207,-10.343095779418944,-9.620150566101074,-9.260027885437012,-9.370294570922852,-9.760550498962402
10,-7.112640380859375,-9.435342788696287,-11.256792068481444,-10.930538177490234,-10.463218688964844,-11.10024356842041
20,-7.140738010406494,-9.701108932495115,-9.798307418823242,-9.635560989379885,-9.93178367614746,-10.801772117614746
0,-6.851973056793213,-10.471858978271484,-10.508330345153809,-10.180827140808104,-9.15723991394043,-9.867941856384276
6,-6.739312648773193,-8.10283374786377,-9.813994407653809,-9.57641315460205,-9.691707611083984,-10.218151092529297
5,-6.954052925109863,-7.603444099426269,-6.543600082397461,-9.48897647857666,-8.970071792602539,-10.77388858795166
7,-7.505675315856934,-6.983310222625732,-9.73398780822754,-11.049073219299316,-10.626008987426758,-10.21858024597168
4,-6.384361267089844,-6.697440147399902,-9.721248626708984,-8.935104370117188,-9.053868293762209,-9.100534439086914
17,-7.185597896575928,-7.989187240600586,-8.686970710754395,-9.138398170471191,-9.229151725769045,-9.724736213684082
18,-7.849268913269043,-10.490564346313477,-10.613359451293944,-10.111473083496094,-9.556370735168455,-10.134066581726074
19,-6.894209861755371,-6.94085693359375,-7.995969772338867,-9.642502784729004,-9.372666358947754,-9.69067096710205
16,-8.259544372558594,-8.081520080566406,-10.532544136047363,-9.554165840148926,-9.52908706665039,-10.072511672973633
13,-7.985636711120605,-6.799888610839844,-9.120580673217772,-9.944947242736816,-10.34897804260254,-10.437331199645996
