,agent0_panda,agent1_panda,agent2_panda,agent3_panda,agent4_panda,agent5_panda
0,-6.128767490386963,-9.448776245117188,-10.265830039978027,-10.20868682861328,-8.423748970031738,-9.867941856384276
1,-5.595439910888672,-9.841140747070312,-9.445616722106934,-9.445616722106934,-9.63172435760498,-10.43013858795166
2,-6.464160919189453,-6.741621971130371,-9.678011894226074,-8.825960159301758,-8.012312889099121,-9.720975875854492
4,-5.53268575668335,-5.7836527824401855,-9.779576301574709,-9.22258472442627,-8.918355941772461,-9.100534439086914
3,-5.965662002563477,-6.216578006744385,-10.176445960998535,-10.750394821166992,-9.676508903503418,-10.953060150146484
5,-5.818272590637207,-6.233166694641113,-6.289105415344238,-8.788098335266113,-9.04659938812256,-10.77388858795166
7,-6.21432638168335,-6.545585632324219,-9.073811531066896,-10.086929321289062,-10.095532417297363,-10.21858024597168
6,-6.108878135681152,-7.312849998474121,-9.932757377624512,-9.437396049499512,-9.754386901855469,-10.218151092529297
15,-7.218173027038574,-9.592912673950195,-9.822026252746582,-10.579378128051758,-8.538755416870117,-10.260783195495604
14,-5.955205917358398,-6.876734256744385,-9.452974319458008,-9.311318397521973,-8.978592872619629,-9.318589210510254
8,-6.245433807373047,-8.060976028442383,-7.538521766662598,-6.862597942352295,-8.02149486541748,-9.446266174316406
9,-6.392016410827637,-6.249508380889893,-9.425835609436035,-8.36075496673584,-9.100262641906738,-10.12662124633789
10,-6.476871490478516,-7.496542930603027,-10.990509033203123,-10.031499862670898,-10.105247497558594,-11.10024356842041
12,-5.871367454528809,-9.2551908493042,-10.085022926330566,-10.71535873413086,-8.124308586120605,-9.679960250854492
11,-5.728548526763916,-9.293628692626951,-10.142260551452637,-8.778509140014648,-9.586954116821287,-9.760550498962402
13,-6.656108379364014,-6.359109878540039,-8.831347465515137,-9.66630744934082,-10.10960292816162,-10.437331199645996
16,-6.549266815185547,-7.557696342468262,-10.588879585266112,-9.276732444763184,-9.29248046875,-10.072511672973633
17,-5.7148919105529785,-7.523586273193359,-8.239028930664062,-8.47291088104248,-9.22370433807373,-9.724736213684082
18,-7.177438259124756,-10.11459732055664,-10.65541648864746,-9.897607803344728,-9.89871597290039,-10.134066581726074
19,-5.935125827789307,-6.415368556976318,-7.160668849945068,-8.874415397644043,-9.456219673156738,-9.69067096710205
