,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee
1,-5.722254753112793,-8.206997871398926,-10.406709671020508,-8.768448829650879,-8.87769889831543,-9.150792121887209
3,-6.018153667449951,-6.889970302581787,-7.746777057647705,-6.53320837020874,-6.991411209106445,-6.939047813415527
8,-6.068716049194336,-7.416682243347168,-5.004715442657471,-6.977168560028076,-6.499317169189453,-7.068617820739746
2,-6.0095953941345215,-5.830892086029053,-7.032188892364502,-6.515462875366211,-5.269868850708008,-7.424345970153809
14,-5.139401435852051,-6.08385705947876,-6.849386215209961,-7.187080383300781,-8.729348182678223,-8.783526420593262
12,-5.030368328094482,-8.70824909210205,-7.141836166381836,-7.116758346557617,-7.024498462677002,-6.727437496185303
21,-7.005028247833252,-8.36344051361084,-8.215458869934082,-7.586630821228027,-7.316023826599121,-7.196975231170654
23,-6.019575595855713,-9.536848068237305,-9.287368774414062,-8.423975944519043,-8.084125518798828,-7.77485466003418
9,-6.030201435089111,-6.122175693511963,-7.053511142730713,-8.050087928771973,-7.431633949279785,-7.623514652252197
0,-6.05886697769165,-8.677821159362793,-8.31910228729248,-8.312640190124512,-6.6611008644104,-6.936846733093262
10,-4.602921009063721,-7.362094879150391,-7.697712421417236,-7.434382438659668,-7.419046878814697,-7.423863887786865
17,-6.709653377532959,-9.72612190246582,-10.405916213989258,-9.264227867126465,-8.646147727966309,-9.169416427612305
11,-5.299435138702393,-5.455111503601074,-5.535355091094971,-6.9694437980651855,-7.05441427230835,-6.732275485992432
18,-7.202418327331543,-7.282109260559082,-7.195091724395752,-7.196459770202637,-7.071088790893555,-6.942572116851807
19,-5.128811836242676,-6.300529956817627,-7.169783592224121,-7.476786136627197,-7.104098796844482,-7.04793119430542
16,-5.819196701049805,-7.354998111724853,-6.963284492492676,-6.8303751945495605,-6.828737258911133,-6.709743499755859
4,-5.373088359832764,-9.971277236938477,-9.018072128295898,-8.442035675048828,-8.255489349365234,-8.225240707397461
20,-6.341622829437256,-8.216936111450195,-8.343035697937012,-7.804468154907227,-7.686783313751221,-7.626375198364258
5,-5.372617721557617,-8.871665000915527,-7.42725658416748,-7.79845666885376,-7.729937553405762,-7.582928657531738
13,-5.950371742248535,-8.138755798339844,-8.255035400390625,-8.39765453338623,-7.761960983276367,-8.35944938659668
6,-6.379076480865479,-8.11984634399414,-7.668949604034424,-6.992298603057861,-6.908641338348389,-7.342215538024902
