,agent0_penguin,agent1_penguin,agent2_penguin,agent3_penguin,agent4_penguin,agent5_penguin,agent0_514,agent1_514,agent2_514,agent3_514,agent4_514,agent5_514
0,-0.324293851852417,-1.0346295833587646,-3.4276351928710938,-8.921113967895508,-8.962876319885254,-7.503224849700928,-2.5145599842071533,-0.3922754824161529,-2.1910173892974854,-9.073614120483398,-9.014531135559082,-12.396971702575684
2,-0.3338095843791961,-5.7497076988220215,-7.977607727050781,-7.7329487800598145,-8.566635131835938,-8.80034065246582,-0.7983025908470154,-2.1699280738830566,-6.335559368133545,-7.698592662811279,-7.569873809814453,-32.93448638916016
3,-0.1926195621490478,-1.046242594718933,-3.72857666015625,-4.279708862304688,-7.224711894989014,-7.232812404632568,-3.365086555480957,-4.32492733001709,-12.900606155395508,-36.24087142944336,-37.31396484375,-38.27072525024414
8,-0.2538067996501922,-0.7611843347549438,-0.5939805507659912,-2.5694642066955566,-6.2756547927856445,-6.554301738739014,-2.216498374938965,-0.202450230717659,-0.4434315264225006,-2.496840238571167,-15.46590518951416,-18.41818618774414
16,-0.2597520351409912,-0.2339760959148407,-2.1822075843811035,-5.07589864730835,-5.564033508300781,-5.977527618408203,-0.5385012626647949,-0.0771297141909599,-0.0986249521374702,-3.6957273483276367,-10.591254234313965,-11.243454933166504
1,-0.4125470817089081,-1.4310040473937988,-7.8293256759643555,-8.82761287689209,-6.537544250488281,-7.281698703765869,-0.5330391526222229,-0.1232099756598472,-21.488698959350582,-28.623516082763672,-32.82621383666992,-34.396461486816406
9,-0.3087456226348877,-0.1287366896867752,-0.4076631367206573,-4.649062633514404,-6.759374141693115,-5.643742084503174,-1.3380019664764404,-0.0869511440396308,-0.5358766913414001,-19.651451110839844,-17.68296241760254,-17.193023681640625
17,-0.2463847398757934,-0.058973554521799,-5.103984832763672,-3.118964910507202,-1.6579372882843018,-4.823774814605713,-0.5594592094421387,-0.3161075413227081,-2.207619428634644,-1.2596068382263184,-9.262414932250977,-7.76261568069458
10,-0.5543487668037415,-0.1217345967888832,-0.6364707350730896,-4.993826866149902,-5.3481221199035645,-7.419333457946777,-0.7372578978538513,-0.2318703830242157,-0.2495581656694412,-1.7264041900634766,-7.7022576332092285,-11.573534965515137
11,-0.5960792303085327,-0.2388458549976349,-0.2994408905506134,-8.147690773010254,-9.131576538085938,-8.49887752532959,-1.6552016735076904,-1.3861265182495115,-1.3104339838027954,-14.99994659423828,-23.23969459533692,-23.261348724365234
18,-0.3615521788597107,-0.2334936559200287,-0.97296404838562,-5.077712059020996,-7.080951690673828,-5.758491516113281,-0.7186168432235718,-0.1180567145347595,-0.0967671275138855,-14.234423637390137,-16.28806495666504,-11.243692398071287
19,-0.4407088458538055,-0.1532493531703949,-4.826961040496826,-8.517353057861328,-6.920069217681885,-6.607678413391113,-1.166856288909912,-0.0754027292132377,-4.382814407348633,-12.085165023803713,-11.21170139312744,-9.007246971130373
5,-0.2298303693532943,-0.2604016959667206,-4.494256019592285,-7.558821678161621,-7.606803894042969,-8.260513305664062,-0.4772534668445587,-0.7885514497756958,-7.654296875,-35.15736389160156,-38.74327087402344,-36.57672500610352
4,-0.2383913993835449,-4.973414897918701,-7.455057621002197,-8.30422592163086,-8.204708099365234,-6.555613517761231,-1.3332552909851074,-0.1472240090370178,-9.212833404541016,-11.541394233703612,-12.175500869750977,-9.074623107910156
12,-0.2676567435264587,-1.7035953998565674,-4.53513240814209,-6.339241981506348,-1.9137976169586184,-0.0861973911523819,-2.808363914489746,-0.2990092039108276,-2.658468723297119,-7.576475620269775,-0.8323218822479248,-0.2974129617214203
7,-0.3029564023017883,-0.1726415306329727,-0.1005777195096015,-1.9667998552322388,-0.7906087040901184,-4.867458820343018,-0.86359703540802,-1.1424105167388916,-0.0832494869828224,-1.3026599884033203,-4.6125102043151855,-5.650106906890869
13,-0.3087858855724334,-0.5856379270553589,-3.9264166355133057,-8.022696495056152,-9.138945579528809,-8.65200138092041,-0.5468516945838928,-0.1739211231470108,-0.5531260371208191,-30.77590560913086,-34.78522491455078,-31.155208587646484
6,-0.2019732296466827,-2.9253406524658203,-1.8031286001205444,-1.1378463506698608,-9.247486114501951,-9.03820514678955,-2.2532691955566406,-2.456739902496338,-4.156063079833984,-5.226612567901611,-27.21120834350586,-35.40224075317383
14,-0.3665222227573395,-0.3419132530689239,-2.9145965576171875,-2.876980781555176,-2.063312530517578,-1.7639083862304688,,,,,,
15,-0.2175513803958892,-1.0137670040130615,-0.268706738948822,-5.498502731323242,-7.180665493011475,-6.831905364990234,,,,,,
