,agent0_penguin,agent1_penguin,agent2_penguin,agent3_penguin,agent4_penguin,agent5_penguin
0,-0.5772863030433655,-0.1384665220975875,-6.429047107696533,-9.919398307800291,-8.821683883666992,-7.503224849700928
1,-1.3454172611236572,-0.7875853776931763,-8.97919750213623,-9.132848739624023,-8.281332969665527,-7.281698703765869
2,-0.7064564824104309,-4.623905658721924,-8.619418144226074,-9.499686241149902,-9.753875732421877,-8.80034065246582
3,-0.3575234413146972,-1.26625657081604,-5.4700026512146,-5.004518032073975,-7.86634635925293,-7.232812404632568
5,-0.3245853185653686,-0.3967728912830353,-4.64393949508667,-7.923162460327148,-8.896873474121094,-8.260513305664062
7,-1.0909503698349,-0.1970188170671463,-0.0778556242585182,-0.5195184946060181,-0.6678020358085632,-4.867458820343018
6,-1.941672325134277,-6.298740863800049,-3.6283059120178223,-4.107925415039063,-8.560871124267578,-9.03820514678955
8,-0.6336606740951538,-0.637217104434967,-0.4499108791351318,-1.4023030996322632,-6.880781173706055,-6.554301738739014
9,-0.5041570663452148,-0.0779307186603546,-0.4848761558532715,-4.962278366088867,-7.17356538772583,-5.643742084503174
10,-1.3968504667282104,-0.4547040462493896,-0.7943244576454163,-4.899615287780762,-5.257429122924805,-7.419333457946777
11,-0.8809446096420288,-0.1871031820774078,-0.4460749626159668,-8.75074577331543,-9.360145568847656,-8.49887752532959
13,-0.6411316394805908,-0.1887045800685882,-3.810929536819458,-8.515369415283203,-9.82573699951172,-8.65200138092041
12,-0.3771884143352508,-0.8948898315429688,-4.880053997039795,-5.824578762054443,-1.818001627922058,-0.0861973911523819
14,-0.5872043967247009,-0.1371624916791916,-2.334379911422729,-3.4178807735443115,-2.9744865894317627,-1.7639083862304688
23,-0.607973039150238,-0.8709430694580078,-0.0426409989595413,-2.225111722946167,-5.76812219619751,-7.376997470855713
16,-0.7493740916252136,-0.4846683442592621,-0.8144761919975281,-5.486019134521484,-6.3127031326293945,-5.977527618408203
17,-0.3735995888710022,-0.1133811548352241,-2.092484712600708,-2.4261810779571533,-1.6081546545028689,-4.823774814605713
18,-0.7322473526000977,-0.3655598163604736,-1.8905748128890991,-5.3595499992370605,-6.838826656341553,-5.758491516113281
19,-0.8539842367172241,-0.0919278413057327,-4.49703311920166,-9.276123046875,-7.278016567230225,-6.607678413391113
4,-0.5110019445419312,-3.880789041519165,-8.257558822631836,-8.908293724060059,-8.702299118041992,-6.555613517761231
22,-0.5668163299560547,-0.1719259172677993,-7.529491901397705,-8.385093688964844,-8.662269592285156,-7.248300552368164
21,-0.6783862113952637,-0.0976786911487579,-2.7037100791931152,-6.3703932762146,-7.734093189239502,-4.791101455688477
15,-0.6022512912750244,-1.317016363143921,-0.7075805068016052,-5.313487529754639,-8.35078239440918,-6.831905364990234
20,-1.0359476804733276,-3.1345908641815186,-4.947702884674072,-6.711025714874268,-6.318697452545166,-5.034904479980469
