,agent0_penguin,agent1_penguin,agent2_penguin,agent3_penguin,agent4_penguin,agent5_penguin
0,0.7552083333333334,0.8177083333333334,0.40625,0.0,0.0364583333333333,0.0833333333333333
1,0.4947916666666667,0.59375,0.0625,0.0520833333333333,0.0,0.0208333333333333
2,0.5677083333333334,0.1510416666666666,0.03125,0.0729166666666666,0.0,0.0885416666666666
3,0.7291666666666666,0.8645833333333334,0.015625,0.0208333333333333,0.0052083333333333,0.1354166666666666
4,0.7604166666666666,0.125,0.3020833333333333,0.0052083333333333,0.0,0.0052083333333333
5,0.859375,0.8333333333333334,0.3333333333333333,0.0,0.0104166666666666,0.0989583333333333
6,0.3125,0.046875,0.1770833333333333,0.0052083333333333,0.0,0.2083333333333333
7,0.4791666666666667,0.7083333333333334,0.8333333333333334,0.9270833333333334,0.8489583333333334,0.3385416666666667
8,0.6145833333333334,0.765625,0.9375,0.7916666666666666,0.0,0.2083333333333333
9,0.7291666666666666,0.9479166666666666,0.7239583333333334,0.5364583333333334,0.0260416666666666,0.03125
10,0.4635416666666667,0.8697916666666666,0.9010416666666666,0.109375,0.3489583333333333,0.2760416666666667
11,0.609375,0.890625,0.765625,0.0833333333333333,0.0,0.046875
12,0.7760416666666666,0.625,0.1041666666666666,0.0520833333333333,0.515625,0.859375
13,0.7760416666666666,0.8072916666666666,0.1458333333333333,0.0885416666666666,0.0,0.1145833333333333
14,0.7239583333333334,0.96875,0.2552083333333333,0.2083333333333333,0.15625,0.5625
15,0.6979166666666666,0.6041666666666666,0.7135416666666666,0.0520833333333333,0.0208333333333333,0.0885416666666666
16,0.5052083333333334,0.8489583333333334,0.8645833333333334,0.1770833333333333,0.0260416666666666,0.1197916666666666
17,0.75,0.9791666666666666,0.6666666666666666,0.1354166666666666,0.6510416666666666,0.3489583333333333
18,0.5520833333333334,0.828125,0.5104166666666666,0.3645833333333333,0.0104166666666666,0.0052083333333333
19,0.6614583333333334,0.859375,0.1145833333333333,0.1510416666666666,0.015625,0.4947916666666667
