,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee
1,-5.780308246612549,-8.60129451751709,-7.901865482330322,-6.830986976623535,-6.638378143310547,-6.251295566558838
3,-6.288329124450684,-8.114282608032227,-7.018969535827637,-7.55483341217041,-7.451052188873291,-7.83931303024292
8,-6.118888378143311,-9.311860084533691,-9.281454086303713,-7.132646560668945,-6.753369331359863,-7.383294582366943
2,-6.137274742126465,-9.625402450561523,-8.535264015197754,-7.938129425048828,-7.588450908660889,-9.260531425476074
14,-5.789857864379883,-8.096611976623535,-8.044537544250488,-7.53302001953125,-7.372414112091064,-7.141482353210449
12,-6.001218795776367,-8.00279426574707,-7.104514122009277,-7.074638366699219,-7.538211822509766,-7.469913959503174
21,-5.331815719604492,-7.741507053375244,-7.331997394561768,-7.121181011199951,-7.231056690216064,-7.371974945068359
23,-6.92235279083252,-6.854935169219971,-9.258055686950684,-8.506500244140625,-8.871573448181152,-9.161781311035156
9,-5.803925037384033,-4.517472267150879,-6.1506123542785645,-8.136696815490723,-7.365324974060059,-7.505884647369385
0,-5.5860514640808105,-10.19590663909912,-9.082971572875977,-9.344797134399414,-9.404518127441406,-9.287349700927734
10,-6.017366886138916,-6.607381343841553,-5.857485294342041,-7.462966442108154,-7.128991603851318,-7.069714069366455
17,-4.673206329345703,-8.436695098876953,-7.640052318572998,-7.844004154205322,-7.173806667327881,-7.47187614440918
11,-4.565288066864014,-7.000085353851318,-6.739674091339111,-6.637693405151367,-6.567391872406006,-6.385436058044434
18,-7.473050117492676,-10.868134498596191,-10.289551734924316,-10.343351364135742,-9.676097869873049,-8.640618324279785
19,-6.357531547546387,-7.567729473114014,-7.499344348907471,-7.467720508575439,-7.2008056640625,-6.756434917449951
16,-6.209009170532227,-6.5487236976623535,-8.44771671295166,-7.7918829917907715,-6.725400447845459,-7.150737762451172
4,-4.997300624847412,-9.521051406860352,-8.232039451599121,-7.367618083953857,-7.21019172668457,-7.403993606567383
20,-5.562139987945557,-5.331125259399414,-7.275824546813965,-7.6087775230407715,-7.439451694488525,-7.57850980758667
5,-6.076686382293701,-7.990550994873047,-7.985780715942383,-7.993346214294434,-7.856465816497803,-7.775299549102783
13,-6.719937324523926,-9.463711738586426,-6.990723133087158,-6.93297815322876,-6.994830131530762,-7.145013809204102
6,-7.105801105499268,-8.26246452331543,-7.851161003112793,-7.629900932312012,-6.839072227478027,-6.847156047821045
7,-4.953125,-8.40625,-7.22265625,-6.83984375,-6.7109375,-7.0703125
15,-5.05078125,-6.65625,-5.65625,-7.9140625,-7.34375,-7.046875
