,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee
0,-5.516503810882568,-9.340127944946287,-8.704928398132324,-8.81502628326416,-8.81502628326416,-9.287349700927734
1,-5.450801372528076,-7.7707319259643555,-7.581351280212402,-6.358678340911865,-6.055235862731934,-6.251295566558838
2,-5.323410987854004,-8.995950698852539,-7.728026866912842,-7.465572834014893,-7.415539741516113,-9.260531425476074
4,-5.082590103149414,-8.439873695373535,-7.861170291900635,-6.722525119781494,-6.254064559936523,-7.403993606567383
3,-6.0619940757751465,-7.905272006988525,-6.813424110412598,-7.6728057861328125,-7.308760166168213,-7.83931303024292
5,-6.076650142669678,-7.416785717010498,-8.193673133850098,-8.193673133850098,-8.193673133850098,-7.775299549102783
7,-4.83587121963501,-7.309357643127441,-7.116257667541504,-6.493896484375,-6.3713788986206055,-7.065629005432129
6,-4.881880283355713,-7.712908744812012,-7.200126647949219,-7.454813480377197,-6.361974716186523,-6.847156047821045
8,-5.811961174011231,-8.910932540893555,-10.808595657348633,-6.758416652679443,-6.174602031707764,-7.383294582366943
15,-4.66652774810791,-6.144558429718018,-5.615126132965088,-7.451272487640381,-6.791698932647705,-7.044103145599365
9,-5.27058219909668,-3.8457462787628174,-5.759763240814209,-8.472031593322754,-6.799294471740723,-7.505884647369385
14,-5.660885810852051,-7.149998188018799,-7.772054195404053,-6.672247886657715,-6.778217792510986,-7.141482353210449
10,-5.8143157958984375,-5.638881206512451,-4.687448024749756,-6.750374794006348,-6.7146759033203125,-7.069714069366455
12,-5.552070617675781,-7.33912181854248,-6.765324592590332,-7.019520282745361,-6.863282203674316,-7.469913959503174
11,-4.192194938659668,-6.2152910232543945,-6.298479080200195,-6.555694103240967,-6.140544891357422,-6.385436058044434
13,-6.507514953613281,-9.431442260742188,-6.4174675941467285,-6.082459926605225,-6.835200786590576,-7.145013809204102
16,-5.323517322540283,-4.626218318939209,-7.907384872436523,-7.372048377990723,-6.738925457000732,-7.150737762451172
17,-4.638741493225098,-7.999458789825439,-7.112362861633301,-7.0409016609191895,-6.954586982727051,-7.47187614440918
18,-7.279224395751953,-9.984392166137695,-8.953378677368164,-8.953378677368164,-8.953378677368164,-8.640618324279785
19,-5.7322916984558105,-6.553160667419434,-6.610395431518555,-6.637528419494629,-6.948805332183838,-6.756434917449951
