,agent0_penguin,agent1_penguin,agent2_penguin,agent3_penguin,agent4_penguin,agent5_penguin
0,-6.715846061706543,-11.950435638427734,-13.016183853149414,-10.50533390045166,-10.102805137634276,-10.954166412353516
1,-6.469721794128418,-7.156337738037109,-11.68005084991455,-10.844656944274902,-9.868084907531738,-12.160216331481934
2,-5.777949333190918,-9.55151653289795,-12.261009216308594,-11.684575080871582,-11.06752109527588,-10.836580276489258
4,-5.244944095611572,-6.851891040802002,-13.12977695465088,-11.939560890197754,-11.626026153564451,-12.616625785827637
3,-5.544339179992676,-8.719531059265137,-13.960481643676758,-13.84065055847168,-12.22764778137207,-11.054932594299316
5,-6.056346893310547,-6.623960971832275,-13.18874454498291,-11.513456344604492,-11.304234504699709,-10.718506813049316
7,-6.208806991577148,-6.007442474365234,-11.445669174194336,-11.59145450592041,-8.561169624328613,-11.31256866455078
6,-5.708459377288818,-7.051681041717529,-7.57628059387207,-8.309686660766602,-9.98620891571045,-12.90442943572998
8,-6.873543739318848,-9.471405029296877,-12.74844455718994,-9.817426681518556,-8.86145305633545,-12.049942016601562
15,-6.133917331695557,-7.463528633117676,-13.578393936157228,-11.969526290893556,-11.44377613067627,-12.420808792114258
9,-5.672556400299072,-9.777383804321287,-11.220466613769531,-11.626379013061523,-9.08988094329834,-11.454951286315918
14,-5.768631935119629,-8.594486236572266,-8.788213729858398,-11.98452377319336,-9.153491973876951,-11.21064567565918
10,-5.967005252838135,-6.481500625610352,-10.786124229431152,-10.524639129638672,-9.676962852478027,-11.405500411987305
12,-5.491854190826416,-6.720414638519287,-13.010180473327637,-10.11479377746582,-11.778844833374023,-11.433023452758787
11,-5.890413284301758,-10.845514297485352,-11.914116859436035,-13.564796447753906,-13.319293975830078,-13.449996948242188
13,-5.547835350036621,-7.469444274902344,-12.228819847106934,-12.31137466430664,-9.548418045043944,-12.091657638549805
16,-6.638615608215332,-7.7733988761901855,-13.171327590942385,-12.492236137390137,-9.927896499633787,-11.993815422058104
17,-5.464578628540039,-6.404706954956055,-11.001523971557615,-11.547767639160156,-10.521682739257812,-12.596896171569824
18,-8.023090362548828,-11.695878982543944,-11.911096572875977,-10.421631813049316,-12.339649200439451,-12.403641700744627
19,-5.735842704772949,-7.952949047088623,-8.300664901733398,-10.243274688720703,-11.757612228393556,-11.909870147705078
