,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee
0,-5.949717998504639,-7.280332088470459,-7.469112873077393,-7.444167613983154,-7.444167613983154,-8.478254318237305
1,-5.3738532066345215,-6.60652494430542,-7.2579345703125,-7.343398094177246,-7.262683868408203,-7.775167465209961
2,-5.015432834625244,-5.444973945617676,-7.444640159606934,-6.5686445236206055,-6.362692832946777,-6.6145339012146
4,-5.24628210067749,-3.750071048736572,-4.865410804748535,-6.1194748878479,-6.170751571655273,-6.73309850692749
3,-5.763941287994385,-6.795390129089356,-6.541894435882568,-7.63456916809082,-6.5193305015563965,-6.662436008453369
5,-6.216864585876465,-5.443910121917725,-7.363152027130127,-8.112123489379883,-6.42899227142334,-7.016173362731934
7,-5.068625450134277,-8.314738273620605,-8.115633010864258,-6.958789825439453,-7.260440349578857,-6.834527969360352
6,-5.611978530883789,-5.34935188293457,-6.961474895477295,-7.224099636077881,-7.392001152038574,-7.558069229125977
8,-6.0028181076049805,-7.058775424957275,-4.300743579864502,-5.205726146697998,-6.307444095611572,-6.506455898284912
15,-5.157217502593994,-5.388208389282227,-7.344937801361084,-5.943792343139648,-6.528834342956543,-7.960418701171875
9,-6.231968402862549,-6.995207786560059,-7.957302093505859,-7.747963905334473,-7.45361852645874,-8.231017112731934
14,-4.874906063079834,-8.177729606628418,-7.280245304107666,-7.7854509353637695,-7.568312168121338,-8.369821548461914
10,-5.338248252868652,-4.612568378448486,-8.01328182220459,-7.020180702209473,-7.034298419952393,-7.602536678314209
12,-5.045659065246582,-5.80614709854126,-7.639392852783203,-6.696866512298584,-7.117559909820557,-6.746464252471924
11,-5.477988243103027,-8.412903785705566,-8.062911987304688,-7.742159843444824,-8.438704490661621,-8.363300323486328
13,-5.015775203704834,-4.08173942565918,-7.15146017074585,-6.545994758605957,-6.609711170196533,-6.933265686035156
16,-4.732968807220459,-7.480274200439453,-7.079130172729492,-7.079130172729492,-7.131035327911377,-7.836512088775635
17,-5.121345520019531,-6.803249359130859,-6.837141990661621,-6.896389007568359,-7.49664306640625,-7.16646671295166
18,-7.383939266204834,-7.243402481079102,-8.208433151245117,-8.121925354003906,-7.223177909851074,-7.540396213531494
19,-5.162278175354004,-8.710280418395996,-9.344462394714355,-9.442449569702148,-8.078006744384766,-9.015259742736816
