,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee
1,-5.340901851654053,-7.94371223449707,-7.767564296722412,-7.554173946380615,-7.7990875244140625,-7.775167465209961
3,-6.131032943725586,-7.513404369354248,-8.0910005569458,-8.200044631958008,-7.011553287506104,-6.662436008453369
8,-6.324464797973633,-6.481710910797119,-4.865940093994141,-6.319441318511963,-6.702230453491211,-6.506455898284912
2,-5.311742305755615,-6.085185050964356,-7.805330276489258,-6.75760555267334,-6.968750953674316,-6.6145339012146
14,-4.881027221679688,-9.328892707824709,-8.477192878723145,-8.699126243591309,-8.399725914001465,-8.369821548461914
12,-5.611600875854492,-7.874189853668213,-8.381205558776855,-7.323759078979492,-7.181249141693115,-6.746464252471924
21,-5.111044883728027,-5.057912826538086,-7.853898525238037,-7.012532234191895,-6.976166725158691,-7.520607948303223
23,-5.241519927978516,-6.518726348876953,-8.458699226379395,-7.0114264488220215,-6.994272232055664,-6.038906574249268
9,-7.546412944793701,-7.839757919311523,-8.5779390335083,-8.316048622131348,-7.868975639343262,-8.231017112731934
0,-5.716660499572754,-8.560150146484375,-8.411151885986328,-7.876183032989502,-7.946861743927002,-8.478254318237305
10,-6.113714218139648,-5.105724811553955,-8.6039400100708,-7.339702606201172,-7.452651023864746,-7.602536678314209
17,-4.270398139953613,-8.179762840270996,-7.25661563873291,-7.152385234832764,-7.527088165283203,-7.16646671295166
11,-5.724248886108398,-9.415203094482422,-8.606464385986328,-8.550593376159668,-8.199665069580078,-8.363300323486328
18,-7.5277419090271,-7.610222339630127,-6.978392601013184,-8.267404556274414,-7.729585647583008,-7.540396213531494
19,-4.974303722381592,-9.883403778076172,-9.600738525390623,-9.472901344299316,-9.054332733154297,-9.015259742736816
16,-5.431241989135742,-7.7441558837890625,-7.454952239990234,-7.488552570343018,-7.347477436065674,-7.836512088775635
4,-5.200871467590332,-5.170902252197266,-6.34869909286499,-7.101034641265869,-6.308733940124512,-6.73309850692749
20,-7.422012805938721,-8.125022888183594,-6.030737400054932,-8.363351821899414,-8.233644485473633,-8.799840927124023
5,-6.889913082122803,-6.759662628173828,-6.955978870391846,-7.631933689117432,-7.01104736328125,-7.016173362731934
13,-5.131886005401611,-6.407721042633057,-7.600797176361084,-6.834900379180908,-7.211883068084717,-6.933265686035156
6,-6.0188751220703125,-6.117321491241455,-7.35653018951416,-7.445426940917969,-7.515770435333252,-7.558069229125977
