,agent0_panda,agent1_panda,agent2_panda,agent3_panda,agent4_panda,agent5_panda
0,-6.91796875,-9.7109375,-9.6171875,-9.203125,-8.6875,-9.234375
1,-6.1171875,-8.6875,-8.828125,-9.0546875,-8.3203125,-8.0234375
2,-6.94140625,-7.15234375,-10.0078125,-8.9453125,-9.5,-9.6953125
3,-7.16015625,-9.40625,-10.546875,-10.578125,-10.9375,-11.5078125
4,-5.2890625,-3.904296875,-7.84765625,-6.92578125,-6.64453125,-7.27734375
5,-6.15625,-10.4375,-10.7890625,-10.1015625,-9.265625,-10.0859375
6,-6.265625,-10.03125,-10.0703125,-10.0859375,-10.375,-10.0
7,-6.31640625,-9.8203125,-9.4296875,-8.9609375,-9.0390625,-9.484375
8,-6.83203125,-10.2265625,-10.0546875,-10.09375,-10.0703125,-11.1015625
9,-6.1484375,-10.40625,-10.3984375,-10.25,-10.125,-10.9921875
10,-7.3984375,-9.109375,-10.25,-9.7890625,-8.8046875,-9.8046875
11,-7.1328125,-6.6328125,-6.5234375,-5.8828125,-9.3984375,-9.9453125
12,-6.578125,-6.7109375,-10.1015625,-9.625,-9.828125,-10.5546875
13,-6.58203125,-4.43359375,-9.578125,-9.515625,-9.4453125,-10.2265625
14,-6.6484375,-5.796875,-9.5703125,-9.703125,-9.9375,-10.046875
15,-7.37109375,-6.8828125,-9.921875,-9.96875,-9.609375,-9.9140625
16,-7.14453125,-10.6484375,-9.859375,-9.8984375,-10.234375,-10.625
17,-7.40234375,-8.984375,-9.8125,-9.25,-9.59375,-9.703125
18,-7.3203125,-8.1953125,-10.59375,-8.890625,-7.84765625,-8.9453125
19,-6.53515625,-8.4375,-9.96875,-9.1328125,-10.25,-10.7734375
