,agent0_panda,agent1_panda,agent2_panda,agent3_panda,agent4_panda,agent5_panda
0,-6.16796875,-8.9296875,-9.421875,-8.8671875,-7.29296875,-9.234375
1,-5.9375,-8.9140625,-9.8125,-8.7421875,-6.09375,-8.0234375
2,-6.62109375,-6.0859375,-10.015625,-9.15625,-8.6796875,-9.6953125
3,-6.3046875,-7.43359375,-9.78125,-9.78125,-9.78125,-11.5078125
4,-5.97265625,-5.12890625,-8.6640625,-6.9453125,-6.875,-7.27734375
5,-5.734375,-9.859375,-10.9609375,-9.28125,-8.8828125,-10.0859375
6,-5.52734375,-9.734375,-9.78125,-9.6796875,-10.125,-10.0
7,-5.9453125,-8.6484375,-8.96875,-8.6875,-8.6328125,-9.484375
8,-6.59765625,-9.1171875,-10.4453125,-10.1953125,-10.1328125,-11.1015625
9,-6.578125,-10.0078125,-9.9296875,-9.8359375,-9.8359375,-10.9921875
10,-6.34375,-8.203125,-10.5,-9.6875,-9.0390625,-9.8046875
11,-6.3125,-5.640625,-5.63671875,-5.1640625,-9.140625,-9.9453125
12,-5.49609375,-5.90234375,-8.6328125,-9.0625,-9.796875,-10.5546875
13,-5.89453125,-4.54296875,-8.703125,-9.71875,-9.5859375,-10.2265625
14,-5.88671875,-5.1015625,-9.1875,-9.28125,-9.2578125,-10.046875
15,-6.31640625,-6.71875,-9.265625,-10.0546875,-8.421875,-9.9140625
16,-5.98046875,-10.0859375,-9.7421875,-9.9765625,-9.96875,-10.625
17,-6.62890625,-7.96484375,-10.109375,-8.4765625,-9.453125,-9.703125
18,-6.1796875,-7.96875,-10.8984375,-8.5625,-7.765625,-8.9453125
19,-6.0390625,-6.96875,-9.359375,-9.453125,-10.21875,-10.7734375
