,agent0_panda,agent1_panda,agent2_panda,agent3_panda,agent4_panda,agent5_panda,agent0_626,agent1_626,agent2_626,agent3_626,agent4_626,agent5_626
0,-3.363884210586548,-4.094988822937012,-4.915709018707275,-4.801795959472656,-5.709104061126709,-5.272872447967529,-2.402170181274414,-0.2048937678337097,-0.0736347734928131,-0.0748884305357933,-14.300314903259276,-20.92438697814941
2,-3.32999324798584,-4.45633602142334,-5.671199798583984,-5.575611114501953,-5.916159152984619,-5.948209762573242,-0.261795163154602,-11.63925838470459,-33.88422393798828,-33.59189224243164,-35.599143981933594,-35.80360794067383
3,-3.052154064178467,-4.182249546051025,-4.706679344177246,-5.489068984985352,-3.8718466758728014,-4.72291898727417,-2.9085049629211426,-0.1171362921595573,-0.0558372028172016,-2.8516108989715576,-0.5463223457336426,-0.6805106401443481
5,-3.1559553146362305,-3.709826946258545,-3.969154357910156,-6.503152847290039,-6.034836769104004,-6.050609588623047,-0.3149277567863464,-1.4041659832000732,-0.381862998008728,-0.1836047023534774,-1.4851316213607788,-10.042572021484377
7,-3.097654342651367,-4.605570316314697,-4.963472843170166,-5.256407260894775,-5.910605430603027,-4.952990531921387,-1.0041451454162598,-0.5195677280426025,-2.653362989425659,-0.7540091872215271,-4.027729034423828,-1.146916747093201
8,-3.6121068000793457,-4.569232940673828,-6.433193206787109,-7.0934038162231445,-7.983823299407959,-7.893649578094482,-1.6350886821746826,-0.0946053639054298,-6.308197021484375,-8.058759689331055,-28.659915924072266,-26.938709259033203
16,-3.4567794799804688,-3.260498046875,-3.377117156982422,-3.755257606506348,-3.7223193645477295,-4.955289840698242,-0.6017954349517822,-0.1279763281345367,-0.9416059255599976,-0.4605196416378021,-0.6199431419372559,-0.1854730397462844
1,-3.467985153198242,-6.168328762054443,-6.956032752990723,-6.956032752990723,-6.956032752990723,-6.85150671005249,-0.711529016494751,-11.937429428100586,-13.269306182861328,-13.269306182861328,-13.269306182861328,-15.381424903869627
10,-4.086164951324463,-6.948888301849365,-5.206377983093262,-4.108274459838867,-4.751696586608887,-3.777933359146118,-0.9749069213867188,-3.7156822681427,-35.62065124511719,-33.71677780151367,-35.68883514404297,-35.690826416015625
9,-3.571045398712158,-2.9911484718322754,-4.913331508636475,-6.2750563621521,-5.883047580718994,-6.746792793273926,-1.4568032026290894,-0.6060048937797546,-0.2847202718257904,-11.067723274230955,-1.341286301612854,-8.72552490234375
17,-2.991136074066162,-3.8110814094543457,-4.628756523132324,-3.874753475189209,-4.079961776733398,-5.291628360748291,-0.5168519020080566,-1.1741527318954468,-3.768256425857544,-13.501605033874512,-15.167887687683104,-13.69597625732422
11,-3.7345900535583496,-3.497509479522705,-4.833138465881348,-5.224453926086426,-6.160243034362793,-6.175607681274414,-1.187517762184143,-0.9433529376983644,-0.7939385175704956,-3.229950189590454,-0.1303901970386505,-6.428050994873047
18,-4.389162540435791,-3.55782437324524,-3.021736621856689,-6.198813438415527,-5.808250427246094,-6.79640531539917,-1.8506697416305544,-0.261538952589035,-1.8847076892852783,-33.301597595214844,-33.547447204589844,-32.961883544921875
19,-3.3684797286987305,-4.247326374053955,-5.345446586608887,-5.068694114685059,-5.694588661193848,-6.411125659942627,-1.0692365169525146,-0.1273325681686401,-1.3823407888412476,-1.5360543727874756,-32.310882568359375,-30.762102127075195
4,-3.3055286407470703,-4.535741329193115,-5.7470221519470215,-5.657046318054199,-5.9500732421875,-6.133400917053223,-0.5083180665969849,-0.3133777976036072,-0.2756826281547546,-0.3164736926555633,-26.917984008789062,-22.87591361999512
12,-4.604834079742432,-3.4663753509521484,-3.550248861312866,-4.328900337219238,-5.763566970825195,-5.471374034881592,-1.7321622371673584,-0.3606232106685638,-0.5246360898017883,-5.873238563537598,-15.234970092773438,-13.499144554138184
13,-3.766528606414795,-3.6026296615600586,-5.231696128845215,-5.028145790100098,-4.341757774353027,-5.3893866539001465,-0.7360553741455078,-0.1930874437093734,-0.0439117290079593,-10.17860507965088,-10.936869621276855,-16.36825942993164
6,-3.3675105571746826,-3.336219072341919,-4.892592430114746,-5.609836578369141,-6.321524143218994,-6.08991289138794,-2.500573873519897,-0.0360468551516532,-1.4589121341705322,-2.9142565727233887,-8.812922477722168,-12.292976379394531
14,-3.7878828048706055,-3.974606275558472,-5.134779930114746,-4.947035312652588,-5.110823154449463,-4.641007900238037,-1.7662864923477173,-0.2425536811351776,-0.0473338291049003,-9.753390312194824,-17.031274795532227,-42.42247009277344
15,-3.333824634552002,-4.665320873260498,-5.873269081115723,-6.592609405517578,-5.405745029449463,-4.492950439453125,-1.8278546333312988,-0.1306199431419372,-7.810019493103027,-14.654179573059082,-34.82362365722656,-39.90229797363281
