,agent0_giraffe,agent1_giraffe,agent2_giraffe,agent3_giraffe,agent4_giraffe,agent5_giraffe
0,-0.9018018841743468,-0.3856283128261566,-0.9085742831230164,-3.5772736072540283,-4.09672737121582,-3.8518941402435294
1,-3.7878262996673584,-1.1638822555541992,-0.6061410307884216,-3.563631534576416,-4.212150096893311,-2.849778413772583
2,-1.3446898460388184,-0.331020712852478,-3.406704425811768,-4.097533702850342,-4.191628456115723,-3.9021363258361816
3,-0.8772069811820984,-2.2727315425872803,-3.342768907546997,-3.35291051864624,-3.829838991165161,-3.514843463897705
5,-0.826869547367096,-0.6529732942581177,-3.273353576660156,-4.077193260192871,-4.2581281661987305,-4.433991432189941
7,-2.006102561950684,-1.437320113182068,-3.7364792823791504,-4.229663372039795,-4.101776123046875,-3.780856132507324
6,-1.2149816751480105,-1.752042293548584,-1.1298333406448364,-3.757519245147705,-4.764698028564453,-4.909337520599365
8,-3.218295097351074,-1.8208423852920528,-3.9725966453552246,-3.958638668060303,-3.605632066726685,-3.313217639923096
9,-1.1713064908981323,-0.953546404838562,-2.533631563186645,-2.1337332725524902,-3.2004451751708984,-4.698267459869385
10,-2.7267332077026367,-2.645591259002685,-2.127748966217041,-1.9289144277572632,-4.292830467224121,-4.543686389923096
11,-0.7772629261016846,-0.3940320909023285,-3.5199594497680664,-4.347524642944336,-4.521204948425293,-3.968590021133423
13,-1.4605777263641355,-1.401751160621643,-0.643282413482666,-4.399780750274658,-5.001944541931152,-4.808248996734619
12,-1.873870611190796,-1.06991708278656,-1.2437914609909058,-4.771018028259277,-2.790956258773804,-3.4918575286865234
14,-1.4476799964904783,-0.8008334636688232,-0.6035061478614807,-5.22346305847168,-5.301525115966797,-4.2846293449401855
23,-2.22908902168274,-1.6944228410720823,-3.33947491645813,-3.9775583744049072,-4.490085601806641,-4.015410423278809
16,-1.0260899066925049,-0.7492764592170715,-3.757639646530152,-4.106240749359131,-5.562322616577148,-2.812177896499634
17,-1.5691555738449097,-0.4704669713973999,-2.43770432472229,-3.621964693069458,-4.242957592010498,-3.649374485015869
18,-1.058974027633667,-0.5667411684989929,-2.473046064376831,-3.3042144775390625,-4.087324142456055,-3.681519746780396
19,-0.9243082404136658,-0.9353331327438354,-0.3517705202102661,-1.9972167015075684,-3.291717767715454,-3.392350673675537
4,-2.0383379459381104,-3.2133114337921143,-3.8776376247406006,-1.1426838636398315,-3.105358123779297,-4.311058521270752
22,-3.574362277984619,-2.216289520263672,-1.6144932508468628,-3.3525078296661377,-2.866124153137207,-2.499664545059204
21,-1.5029332637786863,-3.4832077026367188,-4.378705978393555,-4.644071102142334,-5.224172115325928,-4.885404586791992
15,-1.0033859014511108,-1.991862177848816,-2.9470484256744385,-2.3379993438720703,-4.454758644104004,-3.7388157844543457
20,-2.39131236076355,-0.7183099985122681,-1.0918967723846436,-2.929689884185791,-3.850325584411621,-3.73675274848938
