,agent0_orangutan,agent1_orangutan,agent2_orangutan,agent3_orangutan,agent4_orangutan,agent5_orangutan
0,-8.0546875,-9.921875,-9.59375,-9.578125,-8.5078125,-9.8359375
1,-8.2734375,-8.671875,-8.890625,-8.671875,-8.390625,-9.5078125
2,-8.765625,-9.7109375,-9.984375,-9.3671875,-8.9453125,-9.71875
3,-9.375,-9.1328125,-9.4296875,-9.3515625,-9.3515625,-9.7734375
4,-7.77734375,-9.328125,-9.046875,-8.2890625,-8.1640625,-9.5
5,-7.59375,-9.0234375,-8.609375,-8.109375,-8.1796875,-8.5859375
6,-7.91015625,-9.0625,-9.09375,-9.1015625,-8.7421875,-8.1875
7,-7.4453125,-10.59375,-9.3203125,-9.078125,-7.90625,-9.4765625
8,-7.78515625,-8.6640625,-8.6484375,-7.37890625,-6.96484375,-8.53125
9,-7.78515625,-8.7265625,-8.65625,-8.2578125,-7.73046875,-9.6015625
10,-7.86328125,-8.7265625,-9.0625,-9.4140625,-9.8359375,-10.4609375
11,-7.859375,-9.3125,-9.2109375,-9.46875,-8.8671875,-9.0546875
12,-8.84375,-9.7890625,-9.3984375,-7.62109375,-7.31640625,-7.87109375
13,-7.9375,-8.421875,-7.84765625,-7.87109375,-8.046875,-8.0078125
14,-7.85546875,-8.8125,-7.89453125,-7.46875,-8.265625,-7.53515625
15,-8.109375,-9.359375,-9.6640625,-9.53125,-8.890625,-9.2890625
16,-7.78515625,-8.1484375,-9.25,-9.6328125,-10.28125,-11.359375
17,-8.4375,-10.3515625,-10.9140625,-9.3203125,-8.109375,-9.171875
18,-7.72265625,-8.5625,-8.84375,-8.6796875,-8.4375,-9.0234375
19,-8.890625,-8.765625,-8.265625,-9.28125,-9.5859375,-10.4765625
