,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee
0,-5.11328125,-8.3046875,-7.140625,-7.234375,-7.234375,-8.1328125
1,-5.8671875,-7.87109375,-7.50390625,-6.57421875,-6.69140625,-6.67578125
2,-5.14453125,-7.18359375,-7.2109375,-6.8671875,-6.65625,-6.7734375
3,-4.6640625,-7.59375,-7.53515625,-7.49609375,-7.49609375,-7.55078125
4,-5.0,-8.640625,-8.046875,-7.4609375,-7.50390625,-8.5078125
5,-5.296875,-7.59765625,-8.296875,-8.0,-7.53515625,-8.421875
6,-5.70703125,-6.94921875,-11.078125,-7.37109375,-7.61328125,-8.171875
7,-4.69921875,-7.9375,-7.5546875,-7.5546875,-7.5546875,-8.2265625
8,-6.2109375,-7.84765625,-7.28125,-7.06640625,-6.6875,-7.66015625
9,-6.65625,-6.88671875,-8.03125,-8.2109375,-7.62890625,-7.85546875
10,-5.76953125,-5.08984375,-7.06640625,-7.45703125,-6.390625,-7.04296875
11,-5.3203125,-8.2265625,-7.8671875,-7.62890625,-7.25390625,-7.4375
12,-6.5546875,-7.46875,-6.5234375,-6.43359375,-6.84375,-7.484375
13,-6.0703125,-7.62109375,-6.4140625,-6.78125,-6.828125,-6.95703125
14,-5.0234375,-5.734375,-8.9765625,-6.7734375,-7.00390625,-7.53515625
15,-5.6640625,-6.5234375,-7.171875,-7.19140625,-6.62890625,-7.67578125
16,-4.9609375,-5.8984375,-7.5,-7.60546875,-7.40625,-7.6640625
17,-5.37109375,-8.2578125,-7.30859375,-6.81640625,-6.7109375,-7.28125
18,-5.9375,-8.421875,-7.296875,-6.703125,-6.9921875,-7.54296875
19,-5.6484375,-7.60546875,-7.41015625,-6.25,-6.6796875,-7.33984375
