,agent0_kangaroo,agent1_kangaroo,agent2_kangaroo,agent3_kangaroo,agent4_kangaroo,agent5_kangaroo
1,-6.676959037780762,-13.093091011047363,-13.042405128479004,-12.627432823181152,-11.210384368896484,-12.257447242736816
3,-7.136878967285156,-6.283430099487305,-9.587594985961914,-11.78965950012207,-11.934250831604004,-12.758135795593262
8,-6.005407810211182,-13.04237937927246,-13.252445220947266,-13.303281784057615,-12.5874605178833,-12.341533660888672
2,-6.229401111602783,-7.105814456939697,-10.581254005432127,-10.915218353271484,-11.301434516906738,-11.503429412841797
14,-5.459997177124023,-6.4571709632873535,-12.40887451171875,-11.962029457092283,-12.793228149414062,-12.787358283996582
12,-5.900223255157471,-11.297797203063965,-12.794713020324709,-13.171489715576172,-12.582778930664062,-13.157259941101074
21,-7.252777099609375,-9.446621894836426,-10.926681518554688,-12.580646514892578,-8.976049423217773,-9.924711227416992
23,-8.32861042022705,-9.536114692687988,-8.951889038085938,-8.734526634216309,-13.12887954711914,-12.83445644378662
9,-5.699347496032715,-8.412858963012695,-7.116450309753418,-11.596901893615724,-11.991042137145996,-10.812539100646973
11,-5.919303894042969,-11.871231079101562,-12.737486839294434,-12.833979606628418,-12.974198341369627,-13.117806434631348
10,-5.333219528198242,-5.57899808883667,-11.138794898986816,-11.35285186767578,-11.60251522064209,-11.658011436462402
0,-6.494048118591309,-10.536128044128418,-13.523322105407717,-13.657452583312988,-14.299201965332031,-14.079583168029783
17,-6.337898254394531,-12.51258945465088,-12.659260749816896,-12.794055938720703,-11.504369735717772,-12.42269229888916
18,-6.176695823669434,-6.8087005615234375,-6.305169105529785,-9.79383659362793,-11.92478370666504,-11.089308738708496
19,-6.311518669128418,-7.135831832885742,-12.702103614807127,-12.115482330322266,-12.23805046081543,-12.818978309631348
16,-7.234386444091797,-9.865802764892578,-12.219202995300291,-11.68137550354004,-12.005352973937988,-12.138511657714844
4,-6.788823127746582,-13.929391860961914,-13.257852554321287,-13.307849884033203,-12.717546463012695,-12.67060661315918
20,-6.844330310821533,-10.648297309875488,-12.693185806274414,-12.582448959350586,-12.836231231689451,-13.15040683746338
5,-6.700475215911865,-7.510951519012451,-12.34132957458496,-12.855923652648926,-12.892284393310549,-12.940655708312988
13,-6.5417561531066895,-7.917423248291016,-12.188325881958008,-11.88216495513916,-12.377767562866213,-12.239798545837402
6,-6.548954010009766,-6.112570285797119,-11.94704246520996,-12.822381973266602,-12.34730052947998,-12.874302864074707
