,agent0_koala,agent1_koala,agent2_koala,agent3_koala,agent4_koala,agent5_koala
0,-8.3359375,-9.9609375,-8.703125,-12.484375,-12.25,-11.9375
1,-8.4765625,-13.0390625,-13.4296875,-12.453125,-14.15625,-12.046875
2,-7.73046875,-10.6796875,-11.15625,-10.8515625,-11.8984375,-10.59375
3,-8.2421875,-12.2421875,-10.4765625,-12.0078125,-10.4375,-12.4609375
4,-8.4921875,-8.7265625,-8.2578125,-10.5234375,-9.2734375,-12.015625
5,-7.96875,-11.234375,-11.453125,-10.9296875,-11.3359375,-11.96875
6,-9.265625,-11.9921875,-15.296875,-11.8125,-12.875,-14.53125
7,-8.53125,-12.609375,-11.7109375,-11.171875,-12.25,-12.578125
8,-8.3515625,-10.359375,-11.2578125,-11.84375,-11.7421875,-9.3984375
9,-8.28125,-13.1328125,-12.8046875,-11.828125,-11.3125,-11.8828125
10,-8.21875,-11.328125,-11.6953125,-11.9140625,-11.8671875,-13.03125
11,-8.234375,-11.3515625,-11.7890625,-11.375,-11.4765625,-13.171875
12,-8.625,-10.046875,-10.6328125,-10.9609375,-12.203125,-13.53125
13,-7.87890625,-11.2890625,-10.859375,-9.5,-11.4140625,-10.3671875
14,-8.296875,-12.6171875,-11.5703125,-11.6875,-12.0078125,-13.1171875
15,-9.0546875,-10.28125,-13.59375,-11.921875,-11.75,-11.765625
16,-7.14453125,-9.640625,-10.6015625,-11.3046875,-10.0859375,-10.046875
17,-7.65234375,-10.15625,-8.515625,-8.34375,-8.2265625,-11.1875
18,-7.0859375,-10.125,-10.84375,-10.8984375,-10.9140625,-11.2109375
19,-8.71875,-9.8125,-10.0390625,-9.0625,-7.59765625,-9.7109375
