,agent0_koala,agent1_koala,agent2_koala,agent3_koala,agent4_koala,agent5_koala
0,-10.09375,-11.1015625,-9.8359375,-12.3515625,-11.46875,-11.9375
1,-11.3671875,-11.8125,-12.8828125,-14.3046875,-14.6796875,-12.046875
2,-9.625,-12.2734375,-13.484375,-11.484375,-11.6953125,-10.59375
3,-10.1015625,-13.0234375,-13.828125,-13.1171875,-11.8125,-12.4609375
4,-9.40625,-9.0703125,-8.8515625,-11.1484375,-10.5234375,-12.015625
5,-7.64453125,-12.53125,-10.5703125,-11.34375,-11.6015625,-11.96875
6,-10.7109375,-14.0703125,-15.9296875,-13.4453125,-12.859375,-14.53125
7,-9.5,-14.125,-9.3828125,-12.6796875,-11.53125,-12.578125
8,-8.3359375,-13.375,-12.9921875,-12.703125,-10.7734375,-9.3984375
9,-5.82421875,-12.28125,-13.0625,-11.8515625,-11.7890625,-11.8828125
10,-9.9609375,-12.84375,-13.3203125,-12.4921875,-14.0,-13.03125
11,-8.6484375,-14.375,-14.796875,-11.9921875,-12.9375,-13.171875
12,-8.140625,-11.3359375,-10.3203125,-11.8359375,-11.546875,-13.53125
13,-7.65625,-12.1328125,-12.234375,-12.734375,-12.0,-10.3671875
14,-9.5,-14.1953125,-14.546875,-12.3046875,-13.3359375,-13.1171875
15,-9.65625,-13.546875,-14.4921875,-13.1953125,-12.8359375,-11.765625
16,-7.375,-11.59375,-11.1953125,-9.8359375,-10.1796875,-10.046875
17,-7.7890625,-11.015625,-9.3359375,-8.71875,-9.421875,-11.1875
18,-8.15625,-11.09375,-10.6015625,-10.4765625,-11.8515625,-11.2109375
19,-9.140625,-10.703125,-9.796875,-8.859375,-8.9296875,-9.7109375
