,agent0_giraffe,agent1_giraffe,agent2_giraffe,agent3_giraffe,agent4_giraffe,agent5_giraffe
1,-4.050095081329346,-6.637316703796387,-10.202851295471191,-9.557793617248535,-9.94543170928955,-9.339649200439451
3,-4.186694145202637,-4.050895690917969,-10.020355224609377,-9.949633598327637,-9.789764404296877,-9.783321380615234
8,-4.299843788146973,-6.0500664710998535,-10.409065246582031,-10.275853157043455,-10.255581855773926,-10.455411911010742
2,-3.593268156051636,-3.66400671005249,-8.498887062072754,-9.470888137817385,-9.334221839904783,-10.063867568969728
14,-4.09423303604126,-6.51625919342041,-10.073723793029783,-9.766901016235352,-10.698904991149902,-10.057608604431152
12,-3.1269593238830566,-9.838671684265137,-10.07772731781006,-9.530719757080078,-9.504453659057615,-9.52019500732422
21,-5.7947258949279785,-10.594350814819336,-10.274563789367676,-10.22559928894043,-10.300947189331056,-10.173538208007812
23,-5.4928388595581055,-6.391462326049805,-8.422889709472656,-10.529611587524414,-9.812299728393556,-9.0574369430542
9,-3.33868408203125,-7.039601802825928,-10.416154861450195,-9.929633140563965,-9.72226905822754,-11.868291854858398
11,-3.9348416328430176,-10.239553451538086,-10.044500350952148,-9.95461082458496,-10.12790298461914,-10.500767707824709
0,-5.367181777954102,-6.00603723526001,-6.065296649932861,-9.572030067443848,-9.31226921081543,-9.3962984085083
10,-3.99445366859436,-5.537989616394043,-10.134220123291016,-10.195308685302734,-9.964518547058104,-10.23791790008545
17,-5.679502487182617,-9.556775093078612,-11.043255805969238,-10.788467407226562,-10.60658836364746,-10.83541488647461
18,-4.480735301971436,-6.090062141418457,-5.9583516120910645,-7.0492143630981445,-9.878308296203612,-9.382466316223145
19,-3.930261611938477,-5.632816314697266,-10.26021957397461,-9.989253044128418,-9.912847518920898,-9.96493434906006
16,-4.218436241149902,-6.20924711227417,-7.492771148681641,-11.1541748046875,-10.575526237487791,-10.280824661254885
4,-3.1172425746917725,-7.105659484863281,-10.408011436462402,-10.027560234069824,-9.704447746276855,-10.130599975585938
20,-3.9354536533355713,-9.611706733703612,-10.957331657409668,-9.975455284118652,-9.421792984008787,-9.44983959197998
5,-3.5232033729553223,-9.816728591918944,-9.975594520568848,-9.707719802856444,-9.680644035339355,-9.439342498779297
13,-4.688210964202881,-11.106127738952637,-10.99695110321045,-10.99029541015625,-10.581497192382812,-10.11683750152588
6,-3.478840112686157,-6.5306901931762695,-9.489208221435549,-10.059629440307615,-10.034926414489746,-9.241098403930664
