,agent0_giraffe,agent1_giraffe,agent2_giraffe,agent3_giraffe,agent4_giraffe,agent5_giraffe
0,-4.302786827087402,-5.427822589874268,-5.4379730224609375,-9.761164665222168,-9.35104274749756,-9.3962984085083
1,-3.900309801101685,-6.615902423858643,-10.326098442077637,-8.89311695098877,-9.606390953063965,-9.339649200439451
2,-3.640424966812134,-4.625184059143066,-8.885503768920898,-8.808649063110352,-9.332717895507812,-10.063867568969728
4,-2.7184979915618896,-6.659093379974365,-9.380298614501951,-9.276611328125,-9.43867015838623,-10.130599975585938
3,-3.919234752655029,-2.488354682922364,-9.919955253601074,-9.08520221710205,-9.379188537597656,-9.783321380615234
5,-3.2723073959350586,-7.617887020111084,-9.441377639770508,-8.669300079345703,-9.330724716186523,-9.439342498779297
7,-4.899425506591797,-6.339283466339111,-9.965292930603027,-9.157299041748049,-9.260360717773438,-9.28268051147461
6,-3.0485732555389404,-4.6318535804748535,-9.586432456970217,-9.426996231079102,-9.94902229309082,-9.241098403930664
8,-3.8376874923706055,-5.258199691772461,-9.847284317016602,-10.095643043518066,-10.145339965820312,-10.455411911010742
15,-3.3544156551361084,-9.37711238861084,-9.151376724243164,-9.074233055114746,-9.074233055114746,-10.280634880065918
9,-3.212156295776367,-5.404882907867432,-10.42392635345459,-9.183148384094238,-10.042106628417969,-11.868291854858398
14,-3.4006831645965576,-4.843402862548828,-9.76113224029541,-9.661690711975098,-10.452770233154297,-10.057608604431152
10,-3.621232748031616,-4.482341289520264,-10.10790729522705,-9.322296142578123,-9.706098556518556,-10.23791790008545
12,-3.325094699859619,-9.312944412231444,-10.127771377563477,-8.892292022705078,-9.76051902770996,-9.52019500732422
11,-2.871018648147583,-9.289834022521973,-9.569725036621094,-9.632452964782717,-9.578039169311523,-10.500767707824709
13,-4.610375881195068,-9.75614070892334,-10.685614585876465,-9.99099826812744,-10.168693542480469,-10.11683750152588
16,-2.9680213928222656,-5.287519931793213,-6.118395805358887,-10.758529663085938,-10.074365615844728,-10.280824661254885
17,-4.8542022705078125,-8.079861640930176,-10.384238243103027,-10.51582145690918,-10.144681930541992,-10.83541488647461
18,-5.419473648071289,-6.377438068389893,-6.2782511711120605,-7.372011661529541,-9.108880043029783,-9.382466316223145
19,-3.4319863319396973,-4.941985130310059,-9.884406089782717,-9.632112503051758,-9.877602577209473,-9.964934349060059
