,agent0_panda,agent1_panda,agent2_panda,agent3_panda,agent4_panda,agent5_panda
0,-6.571629524230957,-8.930072784423828,-9.28791046142578,-9.000934600830078,-9.000934600830078,-9.416577339172363
1,-5.891460418701172,-9.727251052856444,-9.41724681854248,-8.922114372253418,-8.735550880432129,-9.803913116455078
2,-7.109938621520996,-7.247093677520752,-9.382234573364258,-9.433329582214355,-8.62783145904541,-10.016185760498049
4,-5.809857368469238,-9.464712142944336,-9.677674293518066,-9.56945514678955,-9.582626342773438,-9.521527290344238
3,-6.264814376831055,-8.201104164123535,-9.270418167114258,-8.278157234191895,-9.388482093811035,-9.40131950378418
5,-6.1396684646606445,-10.267484664916992,-8.785035133361816,-10.050688743591309,-10.563641548156738,-10.449145317077637
7,-7.334405422210693,-9.85764217376709,-9.865293502807615,-10.425395965576172,-8.763047218322754,-10.770807266235352
6,-5.53917932510376,-4.615744590759277,-10.11783218383789,-8.76644515991211,-9.40617561340332,-10.433696746826172
15,-6.127711772918701,-6.78087854385376,-9.370265007019045,-9.178547859191896,-7.874139785766602,-8.373528480529785
14,-6.054072856903076,-5.086037635803223,-10.084427833557127,-10.265328407287598,-10.588407516479492,-11.434880256652832
8,-5.748833656311035,-6.287126064300537,-8.774292945861816,-9.617365837097168,-9.26895809173584,-10.546302795410156
9,-5.693668842315674,-8.430058479309082,-9.262630462646484,-9.386877059936523,-8.593602180480957,-9.026201248168944
10,-6.341854572296143,-8.305274963378906,-9.551657676696776,-8.434088706970215,-8.912397384643555,-9.713420867919922
12,-6.935031890869141,-6.230240345001221,-9.221616744995115,-9.221616744995115,-9.221616744995115,-10.684442520141602
11,-6.051663398742676,-9.401466369628906,-10.495458602905272,-8.968608856201172,-10.154701232910156,-10.24477481842041
13,-6.626760482788086,-5.934778213500977,-10.88511562347412,-9.385308265686035,-8.533171653747559,-8.97551155090332
16,-6.547431945800781,-6.066675662994385,-9.431365966796877,-9.993807792663574,-8.884601593017578,-8.510299682617188
17,-5.496003150939941,-8.46194839477539,-10.812467575073242,-9.119245529174805,-9.394927978515623,-9.47276782989502
18,-7.443026542663574,-10.75903606414795,-7.289818286895752,-6.365423202514648,-8.736449241638184,-10.17770290374756
19,-6.2691144943237305,-5.010824203491211,-8.390809059143066,-9.635414123535156,-8.86607551574707,-11.026138305664062
