,agent0_koala,agent1_koala,agent2_koala,agent3_koala,agent4_koala,agent5_koala
0,-8.417035102844238,-10.851727485656738,-11.39909839630127,-9.689458847045898,-6.927853107452393,-11.113938331604004
1,-7.225061893463135,-8.79871940612793,-10.463376998901367,-10.463376998901367,-10.307124137878418,-11.691831588745115
2,-6.446069240570068,-5.981297016143799,-8.406916618347168,-10.44281768798828,-9.861348152160645,-9.591436386108398
4,-7.436878681182861,-6.162357330322266,-7.207048416137695,-8.967132568359375,-10.009271621704102,-7.417174339294434
3,-7.435231208801269,-11.206212997436523,-10.772515296936035,-10.655208587646484,-10.655208587646484,-11.069717407226562
5,-8.920154571533203,-7.643002510070801,-10.20461082458496,-6.742197513580322,-8.431567192077637,-9.12037754058838
7,-9.02083969116211,-5.841531276702881,-6.317444801330566,-9.518592834472656,-10.421281814575195,-11.427129745483398
6,-7.037615776062012,-10.226490020751951,-10.538806915283203,-10.534462928771973,-10.601807594299316,-10.808897018432615
15,-8.069095611572266,-6.741654872894287,-11.232183456420898,-10.119532585144045,-11.48178005218506,-10.776182174682615
8,-7.843526840209961,-8.109443664550781,-8.782299041748047,-9.310022354125977,-9.64401149749756,-8.183001518249512
9,-7.886027336120605,-10.464025497436523,-10.922924041748049,-9.945632934570312,-10.381047248840332,-11.41721248626709
14,-6.828718662261963,-8.251323699951172,-10.439685821533203,-8.329730033874512,-9.527210235595703,-11.229256629943848
10,-7.854034900665283,-5.73176383972168,-8.87186050415039,-10.034431457519531,-10.892276763916016,-11.372077941894531
12,-8.506093978881836,-10.890247344970703,-10.526857376098633,-10.708982467651367,-10.920305252075195,-12.261963844299316
11,-6.471388816833496,-8.439922332763672,-11.25290298461914,-11.249621391296388,-9.341176986694336,-11.21498680114746
13,-8.375834465026855,-9.159197807312012,-10.798788070678713,-9.912405967712402,-10.917767524719238,-11.018661499023438
16,-8.09421157836914,-7.367865085601807,-10.11977195739746,-11.079914093017578,-12.162405967712402,-11.45628261566162
17,-7.349811553955078,-7.531933307647705,-8.714637756347656,-9.173372268676758,-10.156107902526855,-11.454418182373049
18,-9.557870864868164,-11.195489883422852,-10.486639022827148,-10.020817756652832,-11.03766632080078,-12.406015396118164
19,-7.926174163818359,-9.083928108215332,-8.071020126342773,-8.474388122558594,-10.158642768859863,-10.660916328430176
